Timeline Report

Created,"Created: 18/02/2026 at 18:54:42"
Run On,"Point Lane"
Utility,"Electricity"
From,"10/01/2026"
To,"10/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sat 10/01/2026 00:30,"4.68",
Sat 10/01/2026 01:00,"4.08",
Sat 10/01/2026 01:30,"4.08",
Sat 10/01/2026 02:00,"4.68",
Sat 10/01/2026 02:30,"4.8",
Sat 10/01/2026 03:00,"4.32",
Sat 10/01/2026 03:30,"4.2",
Sat 10/01/2026 04:00,"4.56",
Sat 10/01/2026 04:30,"4.92",
Sat 10/01/2026 05:00,"4.68",
Sat 10/01/2026 05:30,"4.44",
Sat 10/01/2026 06:00,"4.44",
Sat 10/01/2026 06:30,"5.04",
Sat 10/01/2026 07:00,"4.8",
Sat 10/01/2026 07:30,"4.32",
Sat 10/01/2026 08:00,"4.44",
Sat 10/01/2026 08:30,"7.56",
Sat 10/01/2026 09:00,"79.68",
Sat 10/01/2026 09:30,"357.12",
Sat 10/01/2026 10:00,"688.2",
Sat 10/01/2026 10:30,"977.75",
Sat 10/01/2026 11:00,"1212.6",
Sat 10/01/2026 11:30,"1450.9",
Sat 10/01/2026 12:00,"1574.75",
Sat 10/01/2026 12:30,"964.2",
Sat 10/01/2026 13:00,"1404.15",
Sat 10/01/2026 13:30,"1199.4",
Sat 10/01/2026 14:00,"592.3",
Sat 10/01/2026 14:30,"469.83",
Sat 10/01/2026 15:00,"612.95",
Sat 10/01/2026 15:30,"301.57",
Sat 10/01/2026 16:00,"244.92",
Sat 10/01/2026 16:30,"53.52",
Sat 10/01/2026 17:00,"4.92",
Sat 10/01/2026 17:30,"4.44",
Sat 10/01/2026 18:00,"4.56",
Sat 10/01/2026 18:30,"4.56",
Sat 10/01/2026 19:00,"4.08",
Sat 10/01/2026 19:30,"4.08",
Sat 10/01/2026 20:00,"4.68",
Sat 10/01/2026 20:30,"4.32",
Sat 10/01/2026 21:00,"3.84",
Sat 10/01/2026 21:30,"4.56",
Sat 10/01/2026 22:00,"4.32",
Sat 10/01/2026 22:30,"3.96",
Sat 10/01/2026 23:00,"4.8",
Sat 10/01/2026 23:30,"4.8",
Sun 11/01/2026 00:00,"4.44",
