Timeline Report

Created,"Created: 18/02/2026 at 18:48:03"
Run On,"Point Lane"
Utility,"Electricity"
From,"04/01/2026"
To,"04/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sun 04/01/2026 00:30,"5.16",
Sun 04/01/2026 01:00,"4.8",
Sun 04/01/2026 01:30,"4.56",
Sun 04/01/2026 02:00,"4.44",
Sun 04/01/2026 02:30,"5.16",
Sun 04/01/2026 03:00,"4.68",
Sun 04/01/2026 03:30,"4.44",
Sun 04/01/2026 04:00,"4.68",
Sun 04/01/2026 04:30,"5.16",
Sun 04/01/2026 05:00,"4.44",
Sun 04/01/2026 05:30,"4.32",
Sun 04/01/2026 06:00,"5.04",
Sun 04/01/2026 06:30,"4.8",
Sun 04/01/2026 07:00,"4.44",
Sun 04/01/2026 07:30,"4.56",
Sun 04/01/2026 08:00,"5.04",
Sun 04/01/2026 08:30,"5.16",
Sun 04/01/2026 09:00,"95.64",
Sun 04/01/2026 09:30,"298.08",
Sun 04/01/2026 10:00,"506",
Sun 04/01/2026 10:30,"991.8",
Sun 04/01/2026 11:00,"1322.05",
Sun 04/01/2026 11:30,"1438.95",
Sun 04/01/2026 12:00,"1604.15",
Sun 04/01/2026 12:30,"1063.2",
Sun 04/01/2026 13:00,"1138.2",
Sun 04/01/2026 13:30,"625.65",
Sun 04/01/2026 14:00,"481.72",
Sun 04/01/2026 14:30,"416.76",
Sun 04/01/2026 15:00,"314.28",
Sun 04/01/2026 15:30,"199.08",
Sun 04/01/2026 16:00,"96.12",
Sun 04/01/2026 16:30,"16.68",
Sun 04/01/2026 17:00,"4.92",
Sun 04/01/2026 17:30,"5.64",
Sun 04/01/2026 18:00,"4.68",
Sun 04/01/2026 18:30,"4.32",
Sun 04/01/2026 19:00,"4.32",
Sun 04/01/2026 19:30,"4.92",
Sun 04/01/2026 20:00,"4.92",
Sun 04/01/2026 20:30,"4.44",
Sun 04/01/2026 21:00,"4.32",
Sun 04/01/2026 21:30,"4.8",
Sun 04/01/2026 22:00,"5.04",
Sun 04/01/2026 22:30,"4.56",
Sun 04/01/2026 23:00,"4.44",
Sun 04/01/2026 23:30,"4.56",
Mon 05/01/2026 00:00,"4.92",
