Timeline Report

Created,"Created: 18/02/2026 at 18:49:01"
Run On,"Point Lane"
Utility,"Electricity"
From,"05/01/2026"
To,"05/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 05/01/2026 00:30,"4.68",
Mon 05/01/2026 01:00,"4.32",
Mon 05/01/2026 01:30,"4.2",
Mon 05/01/2026 02:00,"4.92",
Mon 05/01/2026 02:30,"4.92",
Mon 05/01/2026 03:00,"4.56",
Mon 05/01/2026 03:30,"4.44",
Mon 05/01/2026 04:00,"4.68",
Mon 05/01/2026 04:30,"4.92",
Mon 05/01/2026 05:00,"4.92",
Mon 05/01/2026 05:30,"4.44",
Mon 05/01/2026 06:00,"4.44",
Mon 05/01/2026 06:30,"5.16",
Mon 05/01/2026 07:00,"4.8",
Mon 05/01/2026 07:30,"4.44",
Mon 05/01/2026 08:00,"4.8",
Mon 05/01/2026 08:30,"4.32",
Mon 05/01/2026 09:00,"17.76",
Mon 05/01/2026 09:30,"145.2",
Mon 05/01/2026 10:00,"563.75",
Mon 05/01/2026 10:30,"551.05",
Mon 05/01/2026 11:00,"79.56",
Mon 05/01/2026 11:30,"73.92",
Mon 05/01/2026 12:00,"44.04",
Mon 05/01/2026 12:30,"103.8",
Mon 05/01/2026 13:00,"257.64",
Mon 05/01/2026 13:30,"601.05",
Mon 05/01/2026 14:00,"1142.65",
Mon 05/01/2026 14:30,"1318.2",
Mon 05/01/2026 15:00,"1092.5",
Mon 05/01/2026 15:30,"114.6",
Mon 05/01/2026 16:00,"64.08",
Mon 05/01/2026 16:30,"37.68",
Mon 05/01/2026 17:00,"6.48",
Mon 05/01/2026 17:30,"5.28",
Mon 05/01/2026 18:00,"4.44",
Mon 05/01/2026 18:30,"4.68",
Mon 05/01/2026 19:00,"5.16",
Mon 05/01/2026 19:30,"4.44",
Mon 05/01/2026 20:00,"4.56",
Mon 05/01/2026 20:30,"5.28",
Mon 05/01/2026 21:00,"4.8",
Mon 05/01/2026 21:30,"4.44",
Mon 05/01/2026 22:00,"5.04",
Mon 05/01/2026 22:30,"5.16",
Mon 05/01/2026 23:00,"4.68",
Mon 05/01/2026 23:30,"4.68",
Tue 06/01/2026 00:00,"5.52",
