Timeline Report

Created,"Created: 18/02/2026 at 19:03:57"
Run On,"Point Lane"
Utility,"Electricity"
From,"18/01/2026"
To,"18/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sun 18/01/2026 00:30,"3.96",
Sun 18/01/2026 01:00,"4.56",
Sun 18/01/2026 01:30,"4.68",
Sun 18/01/2026 02:00,"4.56",
Sun 18/01/2026 02:30,"4.08",
Sun 18/01/2026 03:00,"4.44",
Sun 18/01/2026 03:30,"4.92",
Sun 18/01/2026 04:00,"4.56",
Sun 18/01/2026 04:30,"4.08",
Sun 18/01/2026 05:00,"4.44",
Sun 18/01/2026 05:30,"4.68",
Sun 18/01/2026 06:00,"4.32",
Sun 18/01/2026 06:30,"3.96",
Sun 18/01/2026 07:00,"4.68",
Sun 18/01/2026 07:30,"4.56",
Sun 18/01/2026 08:00,"3.84",
Sun 18/01/2026 08:30,"3.6",
Sun 18/01/2026 09:00,"24.96",
Sun 18/01/2026 09:30,"123.96",
Sun 18/01/2026 10:00,"194.04",
Sun 18/01/2026 10:30,"327.6",
Sun 18/01/2026 11:00,"420.96",
Sun 18/01/2026 11:30,"515.85",
Sun 18/01/2026 12:00,"1044.95",
Sun 18/01/2026 12:30,"1450.8",
Sun 18/01/2026 13:00,"955.95",
Sun 18/01/2026 13:30,"938.15",
Sun 18/01/2026 14:00,"362.66",
Sun 18/01/2026 14:30,"190.56",
Sun 18/01/2026 15:00,"287.4",
Sun 18/01/2026 15:30,"255.84",
Sun 18/01/2026 16:00,"122.64",
Sun 18/01/2026 16:30,"21.96",
Sun 18/01/2026 17:00,"2.28",
Sun 18/01/2026 17:30,"6.48",
Sun 18/01/2026 18:00,"4.08",
Sun 18/01/2026 18:30,"4.08",
Sun 18/01/2026 19:00,"4.56",
Sun 18/01/2026 19:30,"4.68",
Sun 18/01/2026 20:00,"4.08",
Sun 18/01/2026 20:30,"4.2",
Sun 18/01/2026 21:00,"4.68",
Sun 18/01/2026 21:30,"4.68",
Sun 18/01/2026 22:00,"4.08",
Sun 18/01/2026 22:30,"4.2",
Sun 18/01/2026 23:00,"4.68",
Sun 18/01/2026 23:30,"4.32",
Mon 19/01/2026 00:00,"3.84",
