Timeline Report

Created,"Created: 18/02/2026 at 18:46:49"
Run On,"Point Lane"
Utility,"Electricity"
From,"03/01/2026"
To,"03/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sat 03/01/2026 00:30,"4.8",
Sat 03/01/2026 01:00,"4.44",
Sat 03/01/2026 01:30,"4.2",
Sat 03/01/2026 02:00,"4.56",
Sat 03/01/2026 02:30,"4.8",
Sat 03/01/2026 03:00,"4.56",
Sat 03/01/2026 03:30,"4.2",
Sat 03/01/2026 04:00,"4.68",
Sat 03/01/2026 04:30,"5.04",
Sat 03/01/2026 05:00,"4.44",
Sat 03/01/2026 05:30,"4.32",
Sat 03/01/2026 06:00,"4.8",
Sat 03/01/2026 06:30,"4.92",
Sat 03/01/2026 07:00,"4.44",
Sat 03/01/2026 07:30,"4.32",
Sat 03/01/2026 08:00,"4.8",
Sat 03/01/2026 08:30,"3.6",
Sat 03/01/2026 09:00,"23.4",
Sat 03/01/2026 09:30,"92.4",
Sat 03/01/2026 10:00,"393.84",
Sat 03/01/2026 10:30,"128.4",
Sat 03/01/2026 11:00,"679.55",
Sat 03/01/2026 11:30,"1407",
Sat 03/01/2026 12:00,"1436.15",
Sat 03/01/2026 12:30,"1530.5",
Sat 03/01/2026 13:00,"808.4",
Sat 03/01/2026 13:30,"678.25",
Sat 03/01/2026 14:00,"223.95",
Sat 03/01/2026 14:30,"197.76",
Sat 03/01/2026 15:00,"236.16",
Sat 03/01/2026 15:30,"155.76",
Sat 03/01/2026 16:00,"46.8",
Sat 03/01/2026 16:30,"10.92",
Sat 03/01/2026 17:00,"5.88",
Sat 03/01/2026 17:30,"4.92",
Sat 03/01/2026 18:00,"4.44",
Sat 03/01/2026 18:30,"4.68",
Sat 03/01/2026 19:00,"5.16",
Sat 03/01/2026 19:30,"4.44",
Sat 03/01/2026 20:00,"4.2",
Sat 03/01/2026 20:30,"4.68",
Sat 03/01/2026 21:00,"5.04",
Sat 03/01/2026 21:30,"4.44",
Sat 03/01/2026 22:00,"4.2",
Sat 03/01/2026 22:30,"4.8",
Sat 03/01/2026 23:00,"5.16",
Sat 03/01/2026 23:30,"4.32",
Sun 04/01/2026 00:00,"4.32",
