Timeline Report

Created,"Created: 18/02/2026 at 18:39:01"
Run On,"Point Lane"
Utility,"Electricity"
From,"27/12/2025"
To,"27/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sat 27/12/2025 00:30,"4.44",
Sat 27/12/2025 01:00,"4.44",
Sat 27/12/2025 01:30,"5.04",
Sat 27/12/2025 02:00,"4.8",
Sat 27/12/2025 02:30,"4.32",
Sat 27/12/2025 03:00,"4.8",
Sat 27/12/2025 03:30,"5.04",
Sat 27/12/2025 04:00,"4.2",
Sat 27/12/2025 04:30,"5.04",
Sat 27/12/2025 05:00,"4.8",
Sat 27/12/2025 05:30,"4.2",
Sat 27/12/2025 06:00,"5.04",
Sat 27/12/2025 06:30,"4.8",
Sat 27/12/2025 07:00,"4.32",
Sat 27/12/2025 07:30,"5.04",
Sat 27/12/2025 08:00,"5.04",
Sat 27/12/2025 08:30,"6.72",
Sat 27/12/2025 09:00,"95.28",
Sat 27/12/2025 09:30,"335.88",
Sat 27/12/2025 10:00,"630.45",
Sat 27/12/2025 10:30,"930.95",
Sat 27/12/2025 11:00,"1172.55",
Sat 27/12/2025 11:30,"1353.45",
Sat 27/12/2025 12:00,"1522.45",
Sat 27/12/2025 12:30,"1625.65",
Sat 27/12/2025 13:00,"1648.2",
Sat 27/12/2025 13:30,"1733.9",
Sat 27/12/2025 14:00,"1464.45",
Sat 27/12/2025 14:30,"1266.95",
Sat 27/12/2025 15:00,"385.36",
Sat 27/12/2025 15:30,"161.28",
Sat 27/12/2025 16:00,"105.72",
Sat 27/12/2025 16:30,"7.56",
Sat 27/12/2025 17:00,"6.48",
Sat 27/12/2025 17:30,"4.56",
Sat 27/12/2025 18:00,"4.08",
Sat 27/12/2025 18:30,"4.8",
Sat 27/12/2025 19:00,"4.8",
Sat 27/12/2025 19:30,"4.32",
Sat 27/12/2025 20:00,"4.08",
Sat 27/12/2025 20:30,"4.8",
Sat 27/12/2025 21:00,"4.92",
Sat 27/12/2025 21:30,"4.08",
Sat 27/12/2025 22:00,"4.2",
Sat 27/12/2025 22:30,"4.92",
Sat 27/12/2025 23:00,"4.8",
Sat 27/12/2025 23:30,"4.2",
Sun 28/12/2025 00:00,"4.32",
