Timeline Report

Created,"Created: 18/02/2026 at 18:30:37"
Run On,"Point Lane"
Utility,"Electricity"
From,"15/12/2025"
To,"15/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 15/12/2025 00:30,"4.32",
Mon 15/12/2025 01:00,"3.36",
Mon 15/12/2025 01:30,"4.32",
Mon 15/12/2025 02:00,"3.6",
Mon 15/12/2025 02:30,"4.32",
Mon 15/12/2025 03:00,"3.6",
Mon 15/12/2025 03:30,"4.32",
Mon 15/12/2025 04:00,"3.6",
Mon 15/12/2025 04:30,"4.44",
Mon 15/12/2025 05:00,"3.48",
Mon 15/12/2025 05:30,"3.6",
Mon 15/12/2025 06:00,"4.2",
Mon 15/12/2025 06:30,"3.72",
Mon 15/12/2025 07:00,"3.48",
Mon 15/12/2025 07:30,"4.44",
Mon 15/12/2025 08:00,"3.6",
Mon 15/12/2025 08:30,"3.48",
Mon 15/12/2025 09:00,"3.12",
Mon 15/12/2025 09:30,"40.44",
Mon 15/12/2025 10:00,"65.04",
Mon 15/12/2025 10:30,"57.12",
Mon 15/12/2025 11:00,"130.68",
Mon 15/12/2025 11:30,"192.72",
Mon 15/12/2025 12:00,"243",
Mon 15/12/2025 12:30,"334.68",
Mon 15/12/2025 13:00,"231.24",
Mon 15/12/2025 13:30,"272.28",
Mon 15/12/2025 14:00,"235.8",
Mon 15/12/2025 14:30,"134.28",
Mon 15/12/2025 15:00,"81.48",
Mon 15/12/2025 15:30,"50.04",
Mon 15/12/2025 16:00,"7.92",
Mon 15/12/2025 16:30,"3.12",
Mon 15/12/2025 17:00,"5.88",
Mon 15/12/2025 17:30,"3.72",
Mon 15/12/2025 18:00,"4.08",
Mon 15/12/2025 18:30,"3.84",
Mon 15/12/2025 19:00,"4.44",
Mon 15/12/2025 19:30,"3.48",
Mon 15/12/2025 20:00,"4.56",
Mon 15/12/2025 20:30,"4.08",
Mon 15/12/2025 21:00,"3.84",
Mon 15/12/2025 21:30,"4.56",
Mon 15/12/2025 22:00,"3.48",
Mon 15/12/2025 22:30,"4.44",
Mon 15/12/2025 23:00,"3.96",
Mon 15/12/2025 23:30,"3.96",
Tue 16/12/2025 00:00,"4.32",
