Timeline Report

Created,"Created: 18/02/2026 at 18:51:13"
Run On,"Point Lane"
Utility,"Electricity"
From,"07/01/2026"
To,"07/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Wed 07/01/2026 00:30,"3.96",
Wed 07/01/2026 01:00,"4.56",
Wed 07/01/2026 01:30,"4.68",
Wed 07/01/2026 02:00,"4.2",
Wed 07/01/2026 02:30,"4.08",
Wed 07/01/2026 03:00,"4.8",
Wed 07/01/2026 03:30,"4.68",
Wed 07/01/2026 04:00,"4.08",
Wed 07/01/2026 04:30,"4.32",
Wed 07/01/2026 05:00,"4.8",
Wed 07/01/2026 05:30,"4.56",
Wed 07/01/2026 06:00,"4.08",
Wed 07/01/2026 06:30,"4.44",
Wed 07/01/2026 07:00,"4.8",
Wed 07/01/2026 07:30,"4.32",
Wed 07/01/2026 08:00,"4.08",
Wed 07/01/2026 08:30,"13.2",
Wed 07/01/2026 09:00,"105.72",
Wed 07/01/2026 09:30,"118.92",
Wed 07/01/2026 10:00,"181.56",
Wed 07/01/2026 10:30,"764.6",
Wed 07/01/2026 11:00,"973.95",
Wed 07/01/2026 11:30,"818.75",
Wed 07/01/2026 12:00,"1376.75",
Wed 07/01/2026 12:30,"873.15",
Wed 07/01/2026 13:00,"813.35",
Wed 07/01/2026 13:30,"574.05",
Wed 07/01/2026 14:00,"658.95",
Wed 07/01/2026 14:30,"460.09",
Wed 07/01/2026 15:00,"261.6",
Wed 07/01/2026 15:30,"170.04",
Wed 07/01/2026 16:00,"69.12",
Wed 07/01/2026 16:30,"13.2",
Wed 07/01/2026 17:00,"5.64",
Wed 07/01/2026 17:30,"4.56",
Wed 07/01/2026 18:00,"4.56",
Wed 07/01/2026 18:30,"3.48",
Wed 07/01/2026 19:00,"4.56",
Wed 07/01/2026 19:30,"4.44",
Wed 07/01/2026 20:00,"3.84",
Wed 07/01/2026 20:30,"4.56",
Wed 07/01/2026 21:00,"4.08",
Wed 07/01/2026 21:30,"4.08",
Wed 07/01/2026 22:00,"4.68",
Wed 07/01/2026 22:30,"3.6",
Wed 07/01/2026 23:00,"4.56",
Wed 07/01/2026 23:30,"4.56",
Thu 08/01/2026 00:00,"3.6",
