Timeline Report

Created,"Created: 18/02/2026 at 18:29:39"
Run On,"Point Lane"
Utility,"Electricity"
From,"14/12/2025"
To,"14/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sun 14/12/2025 00:30,"4.2",
Sun 14/12/2025 01:00,"3.48",
Sun 14/12/2025 01:30,"4.32",
Sun 14/12/2025 02:00,"3.48",
Sun 14/12/2025 02:30,"4.2",
Sun 14/12/2025 03:00,"3.6",
Sun 14/12/2025 03:30,"4.32",
Sun 14/12/2025 04:00,"3.6",
Sun 14/12/2025 04:30,"4.32",
Sun 14/12/2025 05:00,"3.6",
Sun 14/12/2025 05:30,"4.32",
Sun 14/12/2025 06:00,"3.6",
Sun 14/12/2025 06:30,"4.32",
Sun 14/12/2025 07:00,"3.48",
Sun 14/12/2025 07:30,"4.2",
Sun 14/12/2025 08:00,"3.6",
Sun 14/12/2025 08:30,"2.88",
Sun 14/12/2025 09:00,"21",
Sun 14/12/2025 09:30,"123.24",
Sun 14/12/2025 10:00,"174.24",
Sun 14/12/2025 10:30,"110.88",
Sun 14/12/2025 11:00,"82.92",
Sun 14/12/2025 11:30,"124.32",
Sun 14/12/2025 12:00,"160.56",
Sun 14/12/2025 12:30,"107.28",
Sun 14/12/2025 13:00,"98.76",
Sun 14/12/2025 13:30,"110.76",
Sun 14/12/2025 14:00,"60.84",
Sun 14/12/2025 14:30,"59.76",
Sun 14/12/2025 15:00,"37.08",
Sun 14/12/2025 15:30,"12.6",
Sun 14/12/2025 16:00,"3.6",
Sun 14/12/2025 16:30,"6.36",
Sun 14/12/2025 17:00,"4.08",
Sun 14/12/2025 17:30,"4.32",
Sun 14/12/2025 18:00,"3.84",
Sun 14/12/2025 18:30,"3.96",
Sun 14/12/2025 19:00,"4.08",
Sun 14/12/2025 19:30,"3.72",
Sun 14/12/2025 20:00,"4.08",
Sun 14/12/2025 20:30,"3.84",
Sun 14/12/2025 21:00,"4.32",
Sun 14/12/2025 21:30,"3.6",
Sun 14/12/2025 22:00,"4.32",
Sun 14/12/2025 22:30,"4.2",
Sun 14/12/2025 23:00,"3.6",
Sun 14/12/2025 23:30,"4.2",
Mon 15/12/2025 00:00,"3.48",
