Timeline Report

Created,"Created: 18/02/2026 at 21:06:40"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"31/01/2026"
To,"31/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sat 31/01/2026 00:30,"0",
Sat 31/01/2026 01:00,"0",
Sat 31/01/2026 01:30,"0",
Sat 31/01/2026 02:00,"0",
Sat 31/01/2026 02:30,"0",
Sat 31/01/2026 03:00,"0",
Sat 31/01/2026 03:30,"0",
Sat 31/01/2026 04:00,"0",
Sat 31/01/2026 04:30,"0",
Sat 31/01/2026 05:00,"0",
Sat 31/01/2026 05:30,"0",
Sat 31/01/2026 06:00,"0",
Sat 31/01/2026 06:30,"0",
Sat 31/01/2026 07:00,"0",
Sat 31/01/2026 07:30,"0",
Sat 31/01/2026 08:00,"0",
Sat 31/01/2026 08:30,"9.12",
Sat 31/01/2026 09:00,"55.44",
Sat 31/01/2026 09:30,"204.96",
Sat 31/01/2026 10:00,"209.52",
Sat 31/01/2026 10:30,"477.6",
Sat 31/01/2026 11:00,"461.76",
Sat 31/01/2026 11:30,"681.6",
Sat 31/01/2026 12:00,"607.2",
Sat 31/01/2026 12:30,"423.36",
Sat 31/01/2026 13:00,"513.36",
Sat 31/01/2026 13:30,"499.92",
Sat 31/01/2026 14:00,"1611.6",
Sat 31/01/2026 14:30,"748.32",
Sat 31/01/2026 15:00,"1640.6",
Sat 31/01/2026 15:30,"1537.7",
Sat 31/01/2026 16:00,"1319.3",
Sat 31/01/2026 16:30,"674.16",
Sat 31/01/2026 17:00,"90.48",
Sat 31/01/2026 17:30,"3.6",
Sat 31/01/2026 18:00,"0",
Sat 31/01/2026 18:30,"0",
Sat 31/01/2026 19:00,"0",
Sat 31/01/2026 19:30,"0",
Sat 31/01/2026 20:00,"0",
Sat 31/01/2026 20:30,"0",
Sat 31/01/2026 21:00,"0",
Sat 31/01/2026 21:30,"0",
Sat 31/01/2026 22:00,"0",
Sat 31/01/2026 22:30,"0",
Sat 31/01/2026 23:00,"0",
Sat 31/01/2026 23:30,"0",
Sun 01/02/2026 00:00,"0",
