Timeline Report

Created,"Created: 18/02/2026 at 21:12:19"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"04/02/2026"
To,"04/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Wed 04/02/2026 00:30,"0",
Wed 04/02/2026 01:00,"0",
Wed 04/02/2026 01:30,"0",
Wed 04/02/2026 02:00,"0",
Wed 04/02/2026 02:30,"0",
Wed 04/02/2026 03:00,"0",
Wed 04/02/2026 03:30,"0",
Wed 04/02/2026 04:00,"0",
Wed 04/02/2026 04:30,"0",
Wed 04/02/2026 05:00,"0",
Wed 04/02/2026 05:30,"0",
Wed 04/02/2026 06:00,"0",
Wed 04/02/2026 06:30,"0",
Wed 04/02/2026 07:00,"0",
Wed 04/02/2026 07:30,"0",
Wed 04/02/2026 08:00,"0",
Wed 04/02/2026 08:30,"78",
Wed 04/02/2026 09:00,"314.88",
Wed 04/02/2026 09:30,"933.6",
Wed 04/02/2026 10:00,"1829.2",
Wed 04/02/2026 10:30,"766.64",
Wed 04/02/2026 11:00,"2078.1",
Wed 04/02/2026 11:30,"3356.4",
Wed 04/02/2026 12:00,"3444.5",
Wed 04/02/2026 12:30,"4289.5",
Wed 04/02/2026 13:00,"4660.1",
Wed 04/02/2026 13:30,"4593.6",
Wed 04/02/2026 14:00,"4649",
Wed 04/02/2026 14:30,"3055.5",
Wed 04/02/2026 15:00,"3438.2",
Wed 04/02/2026 15:30,"455.82",
Wed 04/02/2026 16:00,"331.2",
Wed 04/02/2026 16:30,"252.48",
Wed 04/02/2026 17:00,"218.16",
Wed 04/02/2026 17:30,"32.64",
Wed 04/02/2026 18:00,"0",
Wed 04/02/2026 18:30,"0",
Wed 04/02/2026 19:00,"0",
Wed 04/02/2026 19:30,"0",
Wed 04/02/2026 20:00,"0",
Wed 04/02/2026 20:30,"0",
Wed 04/02/2026 21:00,"0",
Wed 04/02/2026 21:30,"0",
Wed 04/02/2026 22:00,"0",
Wed 04/02/2026 22:30,"0",
Wed 04/02/2026 23:00,"0",
Wed 04/02/2026 23:30,"0",
Thu 05/02/2026 00:00,"0",
