Timeline Report

Created,"Created: 18/02/2026 at 19:05:19"
Run On,"Point Lane"
Utility,"Electricity"
From,"19/01/2026"
To,"19/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 19/01/2026 00:30,"4.56",
Mon 19/01/2026 01:00,"4.56",
Mon 19/01/2026 01:30,"3.96",
Mon 19/01/2026 02:00,"4.44",
Mon 19/01/2026 02:30,"4.56",
Mon 19/01/2026 03:00,"4.2",
Mon 19/01/2026 03:30,"4.08",
Mon 19/01/2026 04:00,"4.68",
Mon 19/01/2026 04:30,"4.56",
Mon 19/01/2026 05:00,"3.84",
Mon 19/01/2026 05:30,"4.44",
Mon 19/01/2026 06:00,"4.68",
Mon 19/01/2026 06:30,"3.96",
Mon 19/01/2026 07:00,"4.44",
Mon 19/01/2026 07:30,"4.8",
Mon 19/01/2026 08:00,"4.56",
Mon 19/01/2026 08:30,"5.76",
Mon 19/01/2026 09:00,"55.56",
Mon 19/01/2026 09:30,"158.76",
Mon 19/01/2026 10:00,"209.76",
Mon 19/01/2026 10:30,"607.65",
Mon 19/01/2026 11:00,"493.83",
Mon 19/01/2026 11:30,"710.15",
Mon 19/01/2026 12:00,"567.45",
Mon 19/01/2026 12:30,"402.76",
Mon 19/01/2026 13:00,"785.15",
Mon 19/01/2026 13:30,"740.4",
Mon 19/01/2026 14:00,"784.45",
Mon 19/01/2026 14:30,"421.68",
Mon 19/01/2026 15:00,"317.76",
Mon 19/01/2026 15:30,"79.56",
Mon 19/01/2026 16:00,"17.64",
Mon 19/01/2026 16:30,"19.2",
Mon 19/01/2026 17:00,"13.56",
Mon 19/01/2026 17:30,"5.76",
Mon 19/01/2026 18:00,"3.96",
Mon 19/01/2026 18:30,"4.56",
Mon 19/01/2026 19:00,"3.84",
Mon 19/01/2026 19:30,"4.2",
Mon 19/01/2026 20:00,"4.44",
Mon 19/01/2026 20:30,"3.96",
Mon 19/01/2026 21:00,"4.08",
Mon 19/01/2026 21:30,"4.68",
Mon 19/01/2026 22:00,"4.44",
Mon 19/01/2026 22:30,"3.96",
Mon 19/01/2026 23:00,"4.44",
Mon 19/01/2026 23:30,"4.68",
Tue 20/01/2026 00:00,"4.32",
