Timeline Report

Created,"Created: 18/02/2026 at 18:59:15"
Run On,"Point Lane"
Utility,"Electricity"
From,"14/01/2026"
To,"14/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Wed 14/01/2026 00:30,"5.04",
Wed 14/01/2026 01:00,"4.56",
Wed 14/01/2026 01:30,"4.32",
Wed 14/01/2026 02:00,"4.68",
Wed 14/01/2026 02:30,"5.16",
Wed 14/01/2026 03:00,"4.44",
Wed 14/01/2026 03:30,"4.32",
Wed 14/01/2026 04:00,"4.92",
Wed 14/01/2026 04:30,"5.04",
Wed 14/01/2026 05:00,"4.56",
Wed 14/01/2026 05:30,"4.44",
Wed 14/01/2026 06:00,"5.04",
Wed 14/01/2026 06:30,"4.92",
Wed 14/01/2026 07:00,"4.44",
Wed 14/01/2026 07:30,"4.44",
Wed 14/01/2026 08:00,"5.16",
Wed 14/01/2026 08:30,"18.48",
Wed 14/01/2026 09:00,"80.52",
Wed 14/01/2026 09:30,"144",
Wed 14/01/2026 10:00,"276.72",
Wed 14/01/2026 10:30,"493.08",
Wed 14/01/2026 11:00,"643.8",
Wed 14/01/2026 11:30,"832.3",
Wed 14/01/2026 12:00,"1053.95",
Wed 14/01/2026 12:30,"633.95",
Wed 14/01/2026 13:00,"1000.45",
Wed 14/01/2026 13:30,"519.35",
Wed 14/01/2026 14:00,"254.44",
Wed 14/01/2026 14:30,"270.12",
Wed 14/01/2026 15:00,"390.48",
Wed 14/01/2026 15:30,"242.88",
Wed 14/01/2026 16:00,"136.44",
Wed 14/01/2026 16:30,"36.48",
Wed 14/01/2026 17:00,"5.04",
Wed 14/01/2026 17:30,"4.92",
Wed 14/01/2026 18:00,"4.2",
Wed 14/01/2026 18:30,"4.56",
Wed 14/01/2026 19:00,"3.96",
Wed 14/01/2026 19:30,"4.2",
Wed 14/01/2026 20:00,"4.56",
Wed 14/01/2026 20:30,"4.32",
Wed 14/01/2026 21:00,"3.84",
Wed 14/01/2026 21:30,"4.44",
Wed 14/01/2026 22:00,"4.56",
Wed 14/01/2026 22:30,"3.72",
Wed 14/01/2026 23:00,"4.2",
Wed 14/01/2026 23:30,"4.56",
Thu 15/01/2026 00:00,"3.72",
