Timeline Report

Created,"Created: 18/02/2026 at 21:19:07"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"13/02/2026"
To,"13/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Fri 13/02/2026 00:30,"0",
Fri 13/02/2026 01:00,"0",
Fri 13/02/2026 01:30,"0",
Fri 13/02/2026 02:00,"0",
Fri 13/02/2026 02:30,"0",
Fri 13/02/2026 03:00,"0",
Fri 13/02/2026 03:30,"0",
Fri 13/02/2026 04:00,"0",
Fri 13/02/2026 04:30,"0",
Fri 13/02/2026 05:00,"0",
Fri 13/02/2026 05:30,"0",
Fri 13/02/2026 06:00,"0",
Fri 13/02/2026 06:30,"0",
Fri 13/02/2026 07:00,"0",
Fri 13/02/2026 07:30,"0",
Fri 13/02/2026 08:00,"25.44",
Fri 13/02/2026 08:30,"244.8",
Fri 13/02/2026 09:00,"393.6",
Fri 13/02/2026 09:30,"981.12",
Fri 13/02/2026 10:00,"1672.8",
Fri 13/02/2026 10:30,"1606",
Fri 13/02/2026 11:00,"1490.7",
Fri 13/02/2026 11:30,"1349",
Fri 13/02/2026 12:00,"1772.9",
Fri 13/02/2026 12:30,"1429.2",
Fri 13/02/2026 13:00,"1531.7",
Fri 13/02/2026 13:30,"518.9",
Fri 13/02/2026 14:00,"451.68",
Fri 13/02/2026 14:30,"260.64",
Fri 13/02/2026 15:00,"155.04",
Fri 13/02/2026 15:30,"138.72",
Fri 13/02/2026 16:00,"138.24",
Fri 13/02/2026 16:30,"93.36",
Fri 13/02/2026 17:00,"14.16",
Fri 13/02/2026 17:30,"0",
Fri 13/02/2026 18:00,"0",
Fri 13/02/2026 18:30,"0",
Fri 13/02/2026 19:00,"0",
Fri 13/02/2026 19:30,"0",
Fri 13/02/2026 20:00,"0",
Fri 13/02/2026 20:30,"0",
Fri 13/02/2026 21:00,"0",
Fri 13/02/2026 21:30,"0",
Fri 13/02/2026 22:00,"0",
Fri 13/02/2026 22:30,"0",
Fri 13/02/2026 23:00,"0",
Fri 13/02/2026 23:30,"0",
Sat 14/02/2026 00:00,"0",
