Timeline Report

Created,"Created: 18/02/2026 at 18:25:46"
Run On,"Point Lane"
Utility,"Electricity"
From,"10/12/2025"
To,"10/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Wed 10/12/2025 00:30,"4.32",
Wed 10/12/2025 01:00,"3.36",
Wed 10/12/2025 01:30,"4.32",
Wed 10/12/2025 02:00,"3.36",
Wed 10/12/2025 02:30,"4.32",
Wed 10/12/2025 03:00,"3.48",
Wed 10/12/2025 03:30,"4.32",
Wed 10/12/2025 04:00,"3.48",
Wed 10/12/2025 04:30,"4.32",
Wed 10/12/2025 05:00,"3.84",
Wed 10/12/2025 05:30,"4.08",
Wed 10/12/2025 06:00,"4.08",
Wed 10/12/2025 06:30,"3.84",
Wed 10/12/2025 07:00,"4.44",
Wed 10/12/2025 07:30,"3.36",
Wed 10/12/2025 08:00,"4.32",
Wed 10/12/2025 08:30,"9.12",
Wed 10/12/2025 09:00,"47.04",
Wed 10/12/2025 09:30,"205.8",
Wed 10/12/2025 10:00,"511.65",
Wed 10/12/2025 10:30,"664.2",
Wed 10/12/2025 11:00,"839.4",
Wed 10/12/2025 11:30,"777.5",
Wed 10/12/2025 12:00,"608.75",
Wed 10/12/2025 12:30,"159.5",
Wed 10/12/2025 13:00,"3.6",
Wed 10/12/2025 13:30,"3.6",
Wed 10/12/2025 14:00,"3.6",
Wed 10/12/2025 14:30,"3.6",
Wed 10/12/2025 15:00,"3.6",
Wed 10/12/2025 15:30,"4.08",
Wed 10/12/2025 16:00,"24",
Wed 10/12/2025 16:30,"6.12",
Wed 10/12/2025 17:00,"5.88",
Wed 10/12/2025 17:30,"3.48",
Wed 10/12/2025 18:00,"4.44",
Wed 10/12/2025 18:30,"3.48",
Wed 10/12/2025 19:00,"4.44",
Wed 10/12/2025 19:30,"3.48",
Wed 10/12/2025 20:00,"4.44",
Wed 10/12/2025 20:30,"3.48",
Wed 10/12/2025 21:00,"4.44",
Wed 10/12/2025 21:30,"3.48",
Wed 10/12/2025 22:00,"4.44",
Wed 10/12/2025 22:30,"3.48",
Wed 10/12/2025 23:00,"4.44",
Wed 10/12/2025 23:30,"3.48",
Thu 11/12/2025 00:00,"4.44",
