Timeline Report

Created,"Created: 18/02/2026 at 18:45:40"
Run On,"Point Lane"
Utility,"Electricity"
From,"02/01/2026"
To,"02/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Fri 02/01/2026 00:30,"4.56",
Fri 02/01/2026 01:00,"4.8",
Fri 02/01/2026 01:30,"4.56",
Fri 02/01/2026 02:00,"4.2",
Fri 02/01/2026 02:30,"4.56",
Fri 02/01/2026 03:00,"4.8",
Fri 02/01/2026 03:30,"4.44",
Fri 02/01/2026 04:00,"4.2",
Fri 02/01/2026 04:30,"4.44",
Fri 02/01/2026 05:00,"4.68",
Fri 02/01/2026 05:30,"4.2",
Fri 02/01/2026 06:00,"4.08",
Fri 02/01/2026 06:30,"4.8",
Fri 02/01/2026 07:00,"4.56",
Fri 02/01/2026 07:30,"4.08",
Fri 02/01/2026 08:00,"4.2",
Fri 02/01/2026 08:30,"6.24",
Fri 02/01/2026 09:00,"81.36",
Fri 02/01/2026 09:30,"359.88",
Fri 02/01/2026 10:00,"628.8",
Fri 02/01/2026 10:30,"796.65",
Fri 02/01/2026 11:00,"1097.65",
Fri 02/01/2026 11:30,"1457.15",
Fri 02/01/2026 12:00,"1670.65",
Fri 02/01/2026 12:30,"1128.6",
Fri 02/01/2026 13:00,"1518.95",
Fri 02/01/2026 13:30,"1650",
Fri 02/01/2026 14:00,"782.75",
Fri 02/01/2026 14:30,"971.2",
Fri 02/01/2026 15:00,"913.55",
Fri 02/01/2026 15:30,"382.57",
Fri 02/01/2026 16:00,"95.76",
Fri 02/01/2026 16:30,"35.16",
Fri 02/01/2026 17:00,"4.44",
Fri 02/01/2026 17:30,"5.28",
Fri 02/01/2026 18:00,"4.8",
Fri 02/01/2026 18:30,"4.68",
Fri 02/01/2026 19:00,"4.32",
Fri 02/01/2026 19:30,"4.56",
Fri 02/01/2026 20:00,"5.04",
Fri 02/01/2026 20:30,"4.8",
Fri 02/01/2026 21:00,"4.32",
Fri 02/01/2026 21:30,"4.32",
Fri 02/01/2026 22:00,"4.8",
Fri 02/01/2026 22:30,"4.92",
Fri 02/01/2026 23:00,"4.44",
Fri 02/01/2026 23:30,"4.08",
Sat 03/01/2026 00:00,"4.68",
