Timeline Report

Created,"Created: 18/02/2026 at 18:57:01"
Run On,"Point Lane"
Utility,"Electricity"
From,"12/01/2026"
To,"12/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 12/01/2026 00:30,"3.48",
Mon 12/01/2026 01:00,"4.32",
Mon 12/01/2026 01:30,"4.2",
Mon 12/01/2026 02:00,"3.72",
Mon 12/01/2026 02:30,"4.56",
Mon 12/01/2026 03:00,"3.84",
Mon 12/01/2026 03:30,"4.08",
Mon 12/01/2026 04:00,"4.56",
Mon 12/01/2026 04:30,"3.6",
Mon 12/01/2026 05:00,"4.44",
Mon 12/01/2026 05:30,"4.44",
Mon 12/01/2026 06:00,"3.6",
Mon 12/01/2026 06:30,"4.44",
Mon 12/01/2026 07:00,"3.48",
Mon 12/01/2026 07:30,"4.32",
Mon 12/01/2026 08:00,"4.32",
Mon 12/01/2026 08:30,"2.76",
Mon 12/01/2026 09:00,"8.88",
Mon 12/01/2026 09:30,"133.68",
Mon 12/01/2026 10:00,"303.24",
Mon 12/01/2026 10:30,"718.3",
Mon 12/01/2026 11:00,"615.1",
Mon 12/01/2026 11:30,"570.6",
Mon 12/01/2026 12:00,"358",
Mon 12/01/2026 12:30,"755",
Mon 12/01/2026 13:00,"757.7",
Mon 12/01/2026 13:30,"938.5",
Mon 12/01/2026 14:00,"716.05",
Mon 12/01/2026 14:30,"918.25",
Mon 12/01/2026 15:00,"445.1",
Mon 12/01/2026 15:30,"146.16",
Mon 12/01/2026 16:00,"121.2",
Mon 12/01/2026 16:30,"79.44",
Mon 12/01/2026 17:00,"10.92",
Mon 12/01/2026 17:30,"5.76",
Mon 12/01/2026 18:00,"3.48",
Mon 12/01/2026 18:30,"4.44",
Mon 12/01/2026 19:00,"3.48",
Mon 12/01/2026 19:30,"4.44",
Mon 12/01/2026 20:00,"3.6",
Mon 12/01/2026 20:30,"4.32",
Mon 12/01/2026 21:00,"3.96",
Mon 12/01/2026 21:30,"4.08",
Mon 12/01/2026 22:00,"4.2",
Mon 12/01/2026 22:30,"3.96",
Mon 12/01/2026 23:00,"4.32",
Mon 12/01/2026 23:30,"3.48",
Tue 13/01/2026 00:00,"4.44",
