Timeline Report

Created,"Created: 18/02/2026 at 18:40:05"
Run On,"Point Lane"
Utility,"Electricity"
From,"28/12/2025"
To,"28/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sun 28/12/2025 00:30,"4.8",
Sun 28/12/2025 01:00,"4.8",
Sun 28/12/2025 01:30,"4.08",
Sun 28/12/2025 02:00,"4.2",
Sun 28/12/2025 02:30,"4.56",
Sun 28/12/2025 03:00,"4.56",
Sun 28/12/2025 03:30,"3.72",
Sun 28/12/2025 04:00,"4.56",
Sun 28/12/2025 04:30,"4.56",
Sun 28/12/2025 05:00,"4.08",
Sun 28/12/2025 05:30,"4.08",
Sun 28/12/2025 06:00,"4.44",
Sun 28/12/2025 06:30,"4.44",
Sun 28/12/2025 07:00,"3.96",
Sun 28/12/2025 07:30,"4.44",
Sun 28/12/2025 08:00,"4.68",
Sun 28/12/2025 08:30,"2.88",
Sun 28/12/2025 09:00,"22.92",
Sun 28/12/2025 09:30,"63.84",
Sun 28/12/2025 10:00,"143.04",
Sun 28/12/2025 10:30,"239.64",
Sun 28/12/2025 11:00,"618.1",
Sun 28/12/2025 11:30,"604.1",
Sun 28/12/2025 12:00,"737.5",
Sun 28/12/2025 12:30,"464.54",
Sun 28/12/2025 13:00,"343.08",
Sun 28/12/2025 13:30,"387.96",
Sun 28/12/2025 14:00,"322.44",
Sun 28/12/2025 14:30,"288.96",
Sun 28/12/2025 15:00,"212.88",
Sun 28/12/2025 15:30,"111.24",
Sun 28/12/2025 16:00,"54.48",
Sun 28/12/2025 16:30,"7.32",
Sun 28/12/2025 17:00,"6.36",
Sun 28/12/2025 17:30,"4.68",
Sun 28/12/2025 18:00,"3.96",
Sun 28/12/2025 18:30,"4.2",
Sun 28/12/2025 19:00,"4.68",
Sun 28/12/2025 19:30,"4.44",
Sun 28/12/2025 20:00,"3.84",
Sun 28/12/2025 20:30,"4.44",
Sun 28/12/2025 21:00,"4.56",
Sun 28/12/2025 21:30,"4.32",
Sun 28/12/2025 22:00,"3.84",
Sun 28/12/2025 22:30,"4.68",
Sun 28/12/2025 23:00,"4.56",
Sun 28/12/2025 23:30,"4.2",
Mon 29/12/2025 00:00,"4.08",
