Timeline Report

Created,"Created: 18/02/2026 at 18:36:57"
Run On,"Point Lane"
Utility,"Electricity"
From,"25/12/2025"
To,"25/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Thu 25/12/2025 00:30,"4.92",
Thu 25/12/2025 01:00,"4.32",
Thu 25/12/2025 01:30,"5.16",
Thu 25/12/2025 02:00,"4.68",
Thu 25/12/2025 02:30,"4.44",
Thu 25/12/2025 03:00,"5.16",
Thu 25/12/2025 03:30,"4.68",
Thu 25/12/2025 04:00,"4.44",
Thu 25/12/2025 04:30,"5.52",
Thu 25/12/2025 05:00,"4.44",
Thu 25/12/2025 05:30,"4.68",
Thu 25/12/2025 06:00,"5.4",
Thu 25/12/2025 06:30,"4.44",
Thu 25/12/2025 07:00,"5.16",
Thu 25/12/2025 07:30,"5.04",
Thu 25/12/2025 08:00,"4.56",
Thu 25/12/2025 08:30,"7.2",
Thu 25/12/2025 09:00,"93.84",
Thu 25/12/2025 09:30,"349.2",
Thu 25/12/2025 10:00,"645.95",
Thu 25/12/2025 10:30,"942.45",
Thu 25/12/2025 11:00,"1169.3",
Thu 25/12/2025 11:30,"1338.95",
Thu 25/12/2025 12:00,"1503.5",
Thu 25/12/2025 12:30,"1603.55",
Thu 25/12/2025 13:00,"1603.45",
Thu 25/12/2025 13:30,"1540.2",
Thu 25/12/2025 14:00,"1380.7",
Thu 25/12/2025 14:30,"1140.6",
Thu 25/12/2025 15:00,"835.45",
Thu 25/12/2025 15:30,"489.14",
Thu 25/12/2025 16:00,"182.88",
Thu 25/12/2025 16:30,"16.92",
Thu 25/12/2025 17:00,"5.64",
Thu 25/12/2025 17:30,"5.4",
Thu 25/12/2025 18:00,"4.92",
Thu 25/12/2025 18:30,"4.44",
Thu 25/12/2025 19:00,"4.92",
Thu 25/12/2025 19:30,"5.16",
Thu 25/12/2025 20:00,"4.44",
Thu 25/12/2025 20:30,"5.4",
Thu 25/12/2025 21:00,"4.68",
Thu 25/12/2025 21:30,"4.44",
Thu 25/12/2025 22:00,"5.4",
Thu 25/12/2025 22:30,"4.8",
Thu 25/12/2025 23:00,"4.56",
Thu 25/12/2025 23:30,"5.28",
Fri 26/12/2025 00:00,"4.8",
