Timeline Report

Created,"Created: 18/02/2026 at 18:28:42"
Run On,"Point Lane"
Utility,"Electricity"
From,"13/12/2025"
To,"13/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sat 13/12/2025 00:30,"3.84",
Sat 13/12/2025 01:00,"4.44",
Sat 13/12/2025 01:30,"4.32",
Sat 13/12/2025 02:00,"3.84",
Sat 13/12/2025 02:30,"4.56",
Sat 13/12/2025 03:00,"4.08",
Sat 13/12/2025 03:30,"3.96",
Sat 13/12/2025 04:00,"4.56",
Sat 13/12/2025 04:30,"4.2",
Sat 13/12/2025 05:00,"3.72",
Sat 13/12/2025 05:30,"4.44",
Sat 13/12/2025 06:00,"4.32",
Sat 13/12/2025 06:30,"3.72",
Sat 13/12/2025 07:00,"4.56",
Sat 13/12/2025 07:30,"4.08",
Sat 13/12/2025 08:00,"3.72",
Sat 13/12/2025 08:30,"10.68",
Sat 13/12/2025 09:00,"133.8",
Sat 13/12/2025 09:30,"192.24",
Sat 13/12/2025 10:00,"459.36",
Sat 13/12/2025 10:30,"567.2",
Sat 13/12/2025 11:00,"688.45",
Sat 13/12/2025 11:30,"723.15",
Sat 13/12/2025 12:00,"797.6",
Sat 13/12/2025 12:30,"949.2",
Sat 13/12/2025 13:00,"947.05",
Sat 13/12/2025 13:30,"948.75",
Sat 13/12/2025 14:00,"408.48",
Sat 13/12/2025 14:30,"281.16",
Sat 13/12/2025 15:00,"279.48",
Sat 13/12/2025 15:30,"166.92",
Sat 13/12/2025 16:00,"42",
Sat 13/12/2025 16:30,"3.72",
Sat 13/12/2025 17:00,"5.16",
Sat 13/12/2025 17:30,"3.48",
Sat 13/12/2025 18:00,"4.44",
Sat 13/12/2025 18:30,"3.48",
Sat 13/12/2025 19:00,"4.32",
Sat 13/12/2025 19:30,"3.48",
Sat 13/12/2025 20:00,"4.44",
Sat 13/12/2025 20:30,"3.6",
Sat 13/12/2025 21:00,"4.44",
Sat 13/12/2025 21:30,"3.84",
Sat 13/12/2025 22:00,"4.08",
Sat 13/12/2025 22:30,"4.2",
Sat 13/12/2025 23:00,"3.72",
Sat 13/12/2025 23:30,"4.2",
Sun 14/12/2025 00:00,"3.48",
