Timeline Report

Created,"Created: 18/02/2026 at 18:26:49"
Run On,"Point Lane"
Utility,"Electricity"
From,"11/12/2025"
To,"11/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Thu 11/12/2025 00:30,"3.48",
Thu 11/12/2025 01:00,"4.2",
Thu 11/12/2025 01:30,"3.6",
Thu 11/12/2025 02:00,"4.32",
Thu 11/12/2025 02:30,"3.6",
Thu 11/12/2025 03:00,"4.44",
Thu 11/12/2025 03:30,"3.48",
Thu 11/12/2025 04:00,"4.32",
Thu 11/12/2025 04:30,"3.36",
Thu 11/12/2025 05:00,"4.44",
Thu 11/12/2025 05:30,"3.48",
Thu 11/12/2025 06:00,"4.2",
Thu 11/12/2025 06:30,"3.72",
Thu 11/12/2025 07:00,"3.96",
Thu 11/12/2025 07:30,"3.84",
Thu 11/12/2025 08:00,"4.32",
Thu 11/12/2025 08:30,"7.32",
Thu 11/12/2025 09:00,"53.64",
Thu 11/12/2025 09:30,"116.04",
Thu 11/12/2025 10:00,"198.96",
Thu 11/12/2025 10:30,"357.36",
Thu 11/12/2025 11:00,"805.4",
Thu 11/12/2025 11:30,"585.6",
Thu 11/12/2025 12:00,"337.84",
Thu 11/12/2025 12:30,"268.8",
Thu 11/12/2025 13:00,"387.6",
Thu 11/12/2025 13:30,"368.28",
Thu 11/12/2025 14:00,"646.4",
Thu 11/12/2025 14:30,"615.6",
Thu 11/12/2025 15:00,"285.76",
Thu 11/12/2025 15:30,"89.16",
Thu 11/12/2025 16:00,"15.96",
Thu 11/12/2025 16:30,"4.8",
Thu 11/12/2025 17:00,"4.68",
Thu 11/12/2025 17:30,"4.32",
Thu 11/12/2025 18:00,"3.48",
Thu 11/12/2025 18:30,"4.32",
Thu 11/12/2025 19:00,"4.2",
Thu 11/12/2025 19:30,"3.6",
Thu 11/12/2025 20:00,"4.32",
Thu 11/12/2025 20:30,"3.84",
Thu 11/12/2025 21:00,"3.96",
Thu 11/12/2025 21:30,"4.2",
Thu 11/12/2025 22:00,"3.72",
Thu 11/12/2025 22:30,"4.44",
Thu 11/12/2025 23:00,"3.48",
Thu 11/12/2025 23:30,"4.44",
Fri 12/12/2025 00:00,"3.48",
