Timeline Report

Created,"Created: 18/02/2026 at 18:33:57"
Run On,"Point Lane"
Utility,"Electricity"
From,"22/12/2025"
To,"22/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 22/12/2025 00:30,"3.48",
Mon 22/12/2025 01:00,"4.32",
Mon 22/12/2025 01:30,"3.48",
Mon 22/12/2025 02:00,"4.44",
Mon 22/12/2025 02:30,"3.84",
Mon 22/12/2025 03:00,"4.08",
Mon 22/12/2025 03:30,"3.96",
Mon 22/12/2025 04:00,"4.08",
Mon 22/12/2025 04:30,"4.08",
Mon 22/12/2025 05:00,"3.84",
Mon 22/12/2025 05:30,"3.84",
Mon 22/12/2025 06:00,"4.08",
Mon 22/12/2025 06:30,"3.72",
Mon 22/12/2025 07:00,"4.32",
Mon 22/12/2025 07:30,"3.6",
Mon 22/12/2025 08:00,"4.32",
Mon 22/12/2025 08:30,"2.4",
Mon 22/12/2025 09:00,"26.64",
Mon 22/12/2025 09:30,"111.12",
Mon 22/12/2025 10:00,"158.04",
Mon 22/12/2025 10:30,"719.4",
Mon 22/12/2025 11:00,"274.8",
Mon 22/12/2025 11:30,"672.95",
Mon 22/12/2025 12:00,"654.25",
Mon 22/12/2025 12:30,"769.05",
Mon 22/12/2025 13:00,"623.3",
Mon 22/12/2025 13:30,"570.45",
Mon 22/12/2025 14:00,"1181.8",
Mon 22/12/2025 14:30,"937.8",
Mon 22/12/2025 15:00,"461.76",
Mon 22/12/2025 15:30,"295.32",
Mon 22/12/2025 16:00,"87",
Mon 22/12/2025 16:30,"5.52",
Mon 22/12/2025 17:00,"5.04",
Mon 22/12/2025 17:30,"3.96",
Mon 22/12/2025 18:00,"4.2",
Mon 22/12/2025 18:30,"3.72",
Mon 22/12/2025 19:00,"4.44",
Mon 22/12/2025 19:30,"3.48",
Mon 22/12/2025 20:00,"4.44",
Mon 22/12/2025 20:30,"4.2",
Mon 22/12/2025 21:00,"3.84",
Mon 22/12/2025 21:30,"4.56",
Mon 22/12/2025 22:00,"3.48",
Mon 22/12/2025 22:30,"4.44",
Mon 22/12/2025 23:00,"3.48",
Mon 22/12/2025 23:30,"4.32",
Tue 23/12/2025 00:00,"3.84",
