Timeline Report

Created,"Created: 18/02/2026 at 21:04:09"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"29/01/2026"
To,"29/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Thu 29/01/2026 00:30,"0",
Thu 29/01/2026 01:00,"0",
Thu 29/01/2026 01:30,"0",
Thu 29/01/2026 02:00,"0",
Thu 29/01/2026 02:30,"0",
Thu 29/01/2026 03:00,"0",
Thu 29/01/2026 03:30,"0",
Thu 29/01/2026 04:00,"0",
Thu 29/01/2026 04:30,"0",
Thu 29/01/2026 05:00,"0",
Thu 29/01/2026 05:30,"0",
Thu 29/01/2026 06:00,"0",
Thu 29/01/2026 06:30,"0",
Thu 29/01/2026 07:00,"0",
Thu 29/01/2026 07:30,"0",
Thu 29/01/2026 08:00,"0",
Thu 29/01/2026 08:30,"60.72",
Thu 29/01/2026 09:00,"205.68",
Thu 29/01/2026 09:30,"138.24",
Thu 29/01/2026 10:00,"199.2",
Thu 29/01/2026 10:30,"244.8",
Thu 29/01/2026 11:00,"745.2",
Thu 29/01/2026 11:30,"784.56",
Thu 29/01/2026 12:00,"376.32",
Thu 29/01/2026 12:30,"487.44",
Thu 29/01/2026 13:00,"826.56",
Thu 29/01/2026 13:30,"906.24",
Thu 29/01/2026 14:00,"798.24",
Thu 29/01/2026 14:30,"529.68",
Thu 29/01/2026 15:00,"708",
Thu 29/01/2026 15:30,"442.56",
Thu 29/01/2026 16:00,"271.2",
Thu 29/01/2026 16:30,"123.84",
Thu 29/01/2026 17:00,"40.56",
Thu 29/01/2026 17:30,"0",
Thu 29/01/2026 18:00,"0",
Thu 29/01/2026 18:30,"0",
Thu 29/01/2026 19:00,"0",
Thu 29/01/2026 19:30,"0",
Thu 29/01/2026 20:00,"0",
Thu 29/01/2026 20:30,"0",
Thu 29/01/2026 21:00,"0",
Thu 29/01/2026 21:30,"0",
Thu 29/01/2026 22:00,"0",
Thu 29/01/2026 22:30,"0",
Thu 29/01/2026 23:00,"0",
Thu 29/01/2026 23:30,"0",
Fri 30/01/2026 00:00,"0",
