Timeline Report

Created,"Created: 18/02/2026 at 18:41:06"
Run On,"Point Lane"
Utility,"Electricity"
From,"29/12/2025"
To,"29/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Mon 29/12/2025 00:30,"4.56",
Mon 29/12/2025 01:00,"4.68",
Mon 29/12/2025 01:30,"3.96",
Mon 29/12/2025 02:00,"4.2",
Mon 29/12/2025 02:30,"4.68",
Mon 29/12/2025 03:00,"4.44",
Mon 29/12/2025 03:30,"3.96",
Mon 29/12/2025 04:00,"4.44",
Mon 29/12/2025 04:30,"4.68",
Mon 29/12/2025 05:00,"4.32",
Mon 29/12/2025 05:30,"3.96",
Mon 29/12/2025 06:00,"4.68",
Mon 29/12/2025 06:30,"4.68",
Mon 29/12/2025 07:00,"4.44",
Mon 29/12/2025 07:30,"4.08",
Mon 29/12/2025 08:00,"4.56",
Mon 29/12/2025 08:30,"3.84",
Mon 29/12/2025 09:00,"19.68",
Mon 29/12/2025 09:30,"80.64",
Mon 29/12/2025 10:00,"137.28",
Mon 29/12/2025 10:30,"196.68",
Mon 29/12/2025 11:00,"226.08",
Mon 29/12/2025 11:30,"258.12",
Mon 29/12/2025 12:00,"275.52",
Mon 29/12/2025 12:30,"285.72",
Mon 29/12/2025 13:00,"249.36",
Mon 29/12/2025 13:30,"248.88",
Mon 29/12/2025 14:00,"225.96",
Mon 29/12/2025 14:30,"210.24",
Mon 29/12/2025 15:00,"146.64",
Mon 29/12/2025 15:30,"120.6",
Mon 29/12/2025 16:00,"50.28",
Mon 29/12/2025 16:30,"3.24",
Mon 29/12/2025 17:00,"6.36",
Mon 29/12/2025 17:30,"3.84",
Mon 29/12/2025 18:00,"4.32",
Mon 29/12/2025 18:30,"4.68",
Mon 29/12/2025 19:00,"4.44",
Mon 29/12/2025 19:30,"4.08",
Mon 29/12/2025 20:00,"4.56",
Mon 29/12/2025 20:30,"4.8",
Mon 29/12/2025 21:00,"4.44",
Mon 29/12/2025 21:30,"3.96",
Mon 29/12/2025 22:00,"4.68",
Mon 29/12/2025 22:30,"4.68",
Mon 29/12/2025 23:00,"4.2",
Mon 29/12/2025 23:30,"3.96",
Tue 30/12/2025 00:00,"4.68",
