Timeline Report

Created,"Created: 18/02/2026 at 21:19:50"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"14/02/2026"
To,"14/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sat 14/02/2026 00:30,"0",
Sat 14/02/2026 01:00,"0",
Sat 14/02/2026 01:30,"0",
Sat 14/02/2026 02:00,"0",
Sat 14/02/2026 02:30,"0",
Sat 14/02/2026 03:00,"0",
Sat 14/02/2026 03:30,"0",
Sat 14/02/2026 04:00,"0",
Sat 14/02/2026 04:30,"0",
Sat 14/02/2026 05:00,"0",
Sat 14/02/2026 05:30,"0",
Sat 14/02/2026 06:00,"0",
Sat 14/02/2026 06:30,"0",
Sat 14/02/2026 07:00,"0",
Sat 14/02/2026 07:30,"0.24",
Sat 14/02/2026 08:00,"100.56",
Sat 14/02/2026 08:30,"613.44",
Sat 14/02/2026 09:00,"1420.8",
Sat 14/02/2026 09:30,"2156.4",
Sat 14/02/2026 10:00,"3111.6",
Sat 14/02/2026 10:30,"3774.9",
Sat 14/02/2026 11:00,"3723.9",
Sat 14/02/2026 11:30,"3296.6",
Sat 14/02/2026 12:00,"2640.5",
Sat 14/02/2026 12:30,"2709.6",
Sat 14/02/2026 13:00,"2828.6",
Sat 14/02/2026 13:30,"1885.5",
Sat 14/02/2026 14:00,"1432.3",
Sat 14/02/2026 14:30,"1123.4",
Sat 14/02/2026 15:00,"957.18",
Sat 14/02/2026 15:30,"644.88",
Sat 14/02/2026 16:00,"490.08",
Sat 14/02/2026 16:30,"420.48",
Sat 14/02/2026 17:00,"121.2",
Sat 14/02/2026 17:30,"6.72",
Sat 14/02/2026 18:00,"0",
Sat 14/02/2026 18:30,"0",
Sat 14/02/2026 19:00,"0",
Sat 14/02/2026 19:30,"0",
Sat 14/02/2026 20:00,"0",
Sat 14/02/2026 20:30,"0",
Sat 14/02/2026 21:00,"0",
Sat 14/02/2026 21:30,"0",
Sat 14/02/2026 22:00,"0",
Sat 14/02/2026 22:30,"0",
Sat 14/02/2026 23:00,"0",
Sat 14/02/2026 23:30,"0",
Sun 15/02/2026 00:00,"0",
