Timeline Report

Created,"Created: 18/02/2026 at 18:34:57"
Run On,"Point Lane"
Utility,"Electricity"
From,"20/12/2025"
To,"20/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sat 20/12/2025 00:30,"4.56",
Sat 20/12/2025 01:00,"3.48",
Sat 20/12/2025 01:30,"4.68",
Sat 20/12/2025 02:00,"3.48",
Sat 20/12/2025 02:30,"4.68",
Sat 20/12/2025 03:00,"4.08",
Sat 20/12/2025 03:30,"4.08",
Sat 20/12/2025 04:00,"4.68",
Sat 20/12/2025 04:30,"3.6",
Sat 20/12/2025 05:00,"4.68",
Sat 20/12/2025 05:30,"4.56",
Sat 20/12/2025 06:00,"3.72",
Sat 20/12/2025 06:30,"4.68",
Sat 20/12/2025 07:00,"4.68",
Sat 20/12/2025 07:30,"4.32",
Sat 20/12/2025 08:00,"4.32",
Sat 20/12/2025 08:30,"5.64",
Sat 20/12/2025 09:00,"25.44",
Sat 20/12/2025 09:30,"81.12",
Sat 20/12/2025 10:00,"525.7",
Sat 20/12/2025 10:30,"715.3",
Sat 20/12/2025 11:00,"1065.75",
Sat 20/12/2025 11:30,"978.6",
Sat 20/12/2025 12:00,"826.55",
Sat 20/12/2025 12:30,"662.9",
Sat 20/12/2025 13:00,"313.32",
Sat 20/12/2025 13:30,"300.6",
Sat 20/12/2025 14:00,"225.84",
Sat 20/12/2025 14:30,"175.8",
Sat 20/12/2025 15:00,"194.76",
Sat 20/12/2025 15:30,"134.16",
Sat 20/12/2025 16:00,"52.32",
Sat 20/12/2025 16:30,"3.6",
Sat 20/12/2025 17:00,"5.64",
Sat 20/12/2025 17:30,"4.68",
Sat 20/12/2025 18:00,"4.44",
Sat 20/12/2025 18:30,"4.2",
Sat 20/12/2025 19:00,"4.32",
Sat 20/12/2025 19:30,"4.56",
Sat 20/12/2025 20:00,"4.68",
Sat 20/12/2025 20:30,"4.68",
Sat 20/12/2025 21:00,"4.44",
Sat 20/12/2025 21:30,"4.32",
Sat 20/12/2025 22:00,"4.2",
Sat 20/12/2025 22:30,"4.68",
Sat 20/12/2025 23:00,"4.68",
Sat 20/12/2025 23:30,"3.72",
Sun 21/12/2025 00:00,"4.56",
