Timeline Report

Created,"Created: 18/02/2026 at 21:01:35"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"27/01/2026"
To,"27/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Tue 27/01/2026 00:30,"0",
Tue 27/01/2026 01:00,"0",
Tue 27/01/2026 01:30,"0",
Tue 27/01/2026 02:00,"0",
Tue 27/01/2026 02:30,"0",
Tue 27/01/2026 03:00,"0",
Tue 27/01/2026 03:30,"0",
Tue 27/01/2026 04:00,"0",
Tue 27/01/2026 04:30,"0",
Tue 27/01/2026 05:00,"0",
Tue 27/01/2026 05:30,"0",
Tue 27/01/2026 06:00,"0",
Tue 27/01/2026 06:30,"0",
Tue 27/01/2026 07:00,"0",
Tue 27/01/2026 07:30,"0",
Tue 27/01/2026 08:00,"0",
Tue 27/01/2026 08:30,"6.96",
Tue 27/01/2026 09:00,"74.4",
Tue 27/01/2026 09:30,"334.32",
Tue 27/01/2026 10:00,"1669.2",
Tue 27/01/2026 10:30,"1143.3",
Tue 27/01/2026 11:00,"2322",
Tue 27/01/2026 11:30,"3001.9",
Tue 27/01/2026 12:00,"3426.8",
Tue 27/01/2026 12:30,"887.76",
Tue 27/01/2026 13:00,"876.48",
Tue 27/01/2026 13:30,"1142.4",
Tue 27/01/2026 14:00,"617.04",
Tue 27/01/2026 14:30,"2213.5",
Tue 27/01/2026 15:00,"1094.6",
Tue 27/01/2026 15:30,"523.74",
Tue 27/01/2026 16:00,"136.08",
Tue 27/01/2026 16:30,"76.8",
Tue 27/01/2026 17:00,"22.8",
Tue 27/01/2026 17:30,"0",
Tue 27/01/2026 18:00,"0",
Tue 27/01/2026 18:30,"0",
Tue 27/01/2026 19:00,"0",
Tue 27/01/2026 19:30,"0",
Tue 27/01/2026 20:00,"0",
Tue 27/01/2026 20:30,"0",
Tue 27/01/2026 21:00,"0",
Tue 27/01/2026 21:30,"0",
Tue 27/01/2026 22:00,"0",
Tue 27/01/2026 22:30,"0",
Tue 27/01/2026 23:00,"0",
Tue 27/01/2026 23:30,"0",
Wed 28/01/2026 00:00,"0",
