Timeline Report

Created,"Created: 18/02/2026 at 18:55:49"
Run On,"Point Lane"
Utility,"Electricity"
From,"11/01/2026"
To,"11/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Sun 11/01/2026 00:30,"4.32",
Sun 11/01/2026 01:00,"4.68",
Sun 11/01/2026 01:30,"4.8",
Sun 11/01/2026 02:00,"4.8",
Sun 11/01/2026 02:30,"4.92",
Sun 11/01/2026 03:00,"4.68",
Sun 11/01/2026 03:30,"4.68",
Sun 11/01/2026 04:00,"4.56",
Sun 11/01/2026 04:30,"4.8",
Sun 11/01/2026 05:00,"4.56",
Sun 11/01/2026 05:30,"4.8",
Sun 11/01/2026 06:00,"5.04",
Sun 11/01/2026 06:30,"4.92",
Sun 11/01/2026 07:00,"4.92",
Sun 11/01/2026 07:30,"4.92",
Sun 11/01/2026 08:00,"4.44",
Sun 11/01/2026 08:30,"4.56",
Sun 11/01/2026 09:00,"3.84",
Sun 11/01/2026 09:30,"23.16",
Sun 11/01/2026 10:00,"47.88",
Sun 11/01/2026 10:30,"71.76",
Sun 11/01/2026 11:00,"166.68",
Sun 11/01/2026 11:30,"155.52",
Sun 11/01/2026 12:00,"153.36",
Sun 11/01/2026 12:30,"184.08",
Sun 11/01/2026 13:00,"169.44",
Sun 11/01/2026 13:30,"164.64",
Sun 11/01/2026 14:00,"134.4",
Sun 11/01/2026 14:30,"111.36",
Sun 11/01/2026 15:00,"69.36",
Sun 11/01/2026 15:30,"37.32",
Sun 11/01/2026 16:00,"9",
Sun 11/01/2026 16:30,"3.6",
Sun 11/01/2026 17:00,"6",
Sun 11/01/2026 17:30,"4.56",
Sun 11/01/2026 18:00,"3.6",
Sun 11/01/2026 18:30,"4.44",
Sun 11/01/2026 19:00,"3.48",
Sun 11/01/2026 19:30,"4.44",
Sun 11/01/2026 20:00,"4.32",
Sun 11/01/2026 20:30,"3.72",
Sun 11/01/2026 21:00,"4.44",
Sun 11/01/2026 21:30,"4.08",
Sun 11/01/2026 22:00,"3.84",
Sun 11/01/2026 22:30,"4.32",
Sun 11/01/2026 23:00,"3.72",
Sun 11/01/2026 23:30,"4.08",
Mon 12/01/2026 00:00,"4.44",
