Timeline Report

Created,"Created: 18/02/2026 at 21:10:04"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"01/02/2026"
To,"01/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sun 01/02/2026 00:30,"0",
Sun 01/02/2026 01:00,"0",
Sun 01/02/2026 01:30,"0",
Sun 01/02/2026 02:00,"0",
Sun 01/02/2026 02:30,"0",
Sun 01/02/2026 03:00,"0",
Sun 01/02/2026 03:30,"0",
Sun 01/02/2026 04:00,"0",
Sun 01/02/2026 04:30,"0",
Sun 01/02/2026 05:00,"0",
Sun 01/02/2026 05:30,"0",
Sun 01/02/2026 06:00,"0",
Sun 01/02/2026 06:30,"0",
Sun 01/02/2026 07:00,"0",
Sun 01/02/2026 07:30,"0",
Sun 01/02/2026 08:00,"0",
Sun 01/02/2026 08:30,"21.36",
Sun 01/02/2026 09:00,"176.88",
Sun 01/02/2026 09:30,"265.44",
Sun 01/02/2026 10:00,"135.84",
Sun 01/02/2026 10:30,"207.84",
Sun 01/02/2026 11:00,"408.72",
Sun 01/02/2026 11:30,"694.08",
Sun 01/02/2026 12:00,"1060",
Sun 01/02/2026 12:30,"1081",
Sun 01/02/2026 13:00,"1422.5",
Sun 01/02/2026 13:30,"2873.7",
Sun 01/02/2026 14:00,"3977.1",
Sun 01/02/2026 14:30,"2446.8",
Sun 01/02/2026 15:00,"2879.7",
Sun 01/02/2026 15:30,"1878.8",
Sun 01/02/2026 16:00,"873.6",
Sun 01/02/2026 16:30,"350.64",
Sun 01/02/2026 17:00,"148.08",
Sun 01/02/2026 17:30,"13.92",
Sun 01/02/2026 18:00,"0",
Sun 01/02/2026 18:30,"0",
Sun 01/02/2026 19:00,"0",
Sun 01/02/2026 19:30,"0",
Sun 01/02/2026 20:00,"0",
Sun 01/02/2026 20:30,"0",
Sun 01/02/2026 21:00,"0",
Sun 01/02/2026 21:30,"0",
Sun 01/02/2026 22:00,"0",
Sun 01/02/2026 22:30,"0",
Sun 01/02/2026 23:00,"0",
Sun 01/02/2026 23:30,"0",
Mon 02/02/2026 00:00,"0",
