Timeline Report

Created,"Created: 18/02/2026 at 18:34:58"
Run On,"Point Lane"
Utility,"Electricity"
From,"23/12/2025"
To,"23/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Tue 23/12/2025 00:30,"4.2",
Tue 23/12/2025 01:00,"3.84",
Tue 23/12/2025 01:30,"3.96",
Tue 23/12/2025 02:00,"3.84",
Tue 23/12/2025 02:30,"4.08",
Tue 23/12/2025 03:00,"3.6",
Tue 23/12/2025 03:30,"4.32",
Tue 23/12/2025 04:00,"3.6",
Tue 23/12/2025 04:30,"4.32",
Tue 23/12/2025 05:00,"3.6",
Tue 23/12/2025 05:30,"4.32",
Tue 23/12/2025 06:00,"3.48",
Tue 23/12/2025 06:30,"4.44",
Tue 23/12/2025 07:00,"3.48",
Tue 23/12/2025 07:30,"3.84",
Tue 23/12/2025 08:00,"3.96",
Tue 23/12/2025 08:30,"3.6",
Tue 23/12/2025 09:00,"12.12",
Tue 23/12/2025 09:30,"101.16",
Tue 23/12/2025 10:00,"207.12",
Tue 23/12/2025 10:30,"668.15",
Tue 23/12/2025 11:00,"871.55",
Tue 23/12/2025 11:30,"631.8",
Tue 23/12/2025 12:00,"581.3",
Tue 23/12/2025 12:30,"867",
Tue 23/12/2025 13:00,"579.95",
Tue 23/12/2025 13:30,"465.13",
Tue 23/12/2025 14:00,"282.96",
Tue 23/12/2025 14:30,"242.76",
Tue 23/12/2025 15:00,"258.96",
Tue 23/12/2025 15:30,"178.2",
Tue 23/12/2025 16:00,"53.16",
Tue 23/12/2025 16:30,"5.76",
Tue 23/12/2025 17:00,"5.04",
Tue 23/12/2025 17:30,"4.56",
Tue 23/12/2025 18:00,"3.96",
Tue 23/12/2025 18:30,"3.96",
Tue 23/12/2025 19:00,"4.44",
Tue 23/12/2025 19:30,"3.48",
Tue 23/12/2025 20:00,"4.68",
Tue 23/12/2025 20:30,"4.2",
Tue 23/12/2025 21:00,"3.72",
Tue 23/12/2025 21:30,"4.56",
Tue 23/12/2025 22:00,"4.08",
Tue 23/12/2025 22:30,"3.96",
Tue 23/12/2025 23:00,"4.56",
Tue 23/12/2025 23:30,"4.32",
Wed 24/12/2025 00:00,"3.96",
