Timeline Report

Created,"Created: 18/02/2026 at 19:07:43"
Run On,"Point Lane"
Utility,"Electricity"
From,"21/01/2026"
To,"21/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Wed 21/01/2026 00:30,"3.72",
Wed 21/01/2026 01:00,"4.56",
Wed 21/01/2026 01:30,"4.56",
Wed 21/01/2026 02:00,"3.96",
Wed 21/01/2026 02:30,"4.32",
Wed 21/01/2026 03:00,"4.68",
Wed 21/01/2026 03:30,"4.8",
Wed 21/01/2026 04:00,"4.08",
Wed 21/01/2026 04:30,"4.44",
Wed 21/01/2026 05:00,"4.92",
Wed 21/01/2026 05:30,"4.68",
Wed 21/01/2026 06:00,"4.44",
Wed 21/01/2026 06:30,"4.44",
Wed 21/01/2026 07:00,"4.68",
Wed 21/01/2026 07:30,"5.16",
Wed 21/01/2026 08:00,"5.04",
Wed 21/01/2026 08:30,"3.12",
Wed 21/01/2026 09:00,"17.88",
Wed 21/01/2026 09:30,"71.88",
Wed 21/01/2026 10:00,"96.36",
Wed 21/01/2026 10:30,"166.44",
Wed 21/01/2026 11:00,"225.24",
Wed 21/01/2026 11:30,"204.6",
Wed 21/01/2026 12:00,"864.35",
Wed 21/01/2026 12:30,"698.5",
Wed 21/01/2026 13:00,"603.75",
Wed 21/01/2026 13:30,"224.88",
Wed 21/01/2026 14:00,"226.32",
Wed 21/01/2026 14:30,"264",
Wed 21/01/2026 15:00,"108.96",
Wed 21/01/2026 15:30,"123",
Wed 21/01/2026 16:00,"88.92",
Wed 21/01/2026 16:30,"63.72",
Wed 21/01/2026 17:00,"8.04",
Wed 21/01/2026 17:30,"6.84",
Wed 21/01/2026 18:00,"3.84",
Wed 21/01/2026 18:30,"4.2",
Wed 21/01/2026 19:00,"4.44",
Wed 21/01/2026 19:30,"3.84",
Wed 21/01/2026 20:00,"4.2",
Wed 21/01/2026 20:30,"4.56",
Wed 21/01/2026 21:00,"4.2",
Wed 21/01/2026 21:30,"3.84",
Wed 21/01/2026 22:00,"4.56",
Wed 21/01/2026 22:30,"4.68",
Wed 21/01/2026 23:00,"3.84",
Wed 21/01/2026 23:30,"4.32",
Thu 22/01/2026 00:00,"4.68",
