Timeline Report

Created,"Created: 18/02/2026 at 18:53:38"
Run On,"Point Lane"
Utility,"Electricity"
From,"09/01/2026"
To,"09/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Fri 09/01/2026 00:30,"4.2",
Fri 09/01/2026 01:00,"4.8",
Fri 09/01/2026 01:30,"4.8",
Fri 09/01/2026 02:00,"4.2",
Fri 09/01/2026 02:30,"4.2",
Fri 09/01/2026 03:00,"4.92",
Fri 09/01/2026 03:30,"4.8",
Fri 09/01/2026 04:00,"4.2",
Fri 09/01/2026 04:30,"4.32",
Fri 09/01/2026 05:00,"4.92",
Fri 09/01/2026 05:30,"4.68",
Fri 09/01/2026 06:00,"4.08",
Fri 09/01/2026 06:30,"4.56",
Fri 09/01/2026 07:00,"4.92",
Fri 09/01/2026 07:30,"4.56",
Fri 09/01/2026 08:00,"4.2",
Fri 09/01/2026 08:30,"4.2",
Fri 09/01/2026 09:00,"45.12",
Fri 09/01/2026 09:30,"137.4",
Fri 09/01/2026 10:00,"311.52",
Fri 09/01/2026 10:30,"706.3",
Fri 09/01/2026 11:00,"867.35",
Fri 09/01/2026 11:30,"1235.75",
Fri 09/01/2026 12:00,"1098.6",
Fri 09/01/2026 12:30,"1077.85",
Fri 09/01/2026 13:00,"1493.9",
Fri 09/01/2026 13:30,"1681.2",
Fri 09/01/2026 14:00,"1450.55",
Fri 09/01/2026 14:30,"847.55",
Fri 09/01/2026 15:00,"680.9",
Fri 09/01/2026 15:30,"623.4",
Fri 09/01/2026 16:00,"143.17",
Fri 09/01/2026 16:30,"74.88",
Fri 09/01/2026 17:00,"4.08",
Fri 09/01/2026 17:30,"5.64",
Fri 09/01/2026 18:00,"4.8",
Fri 09/01/2026 18:30,"4.2",
Fri 09/01/2026 19:00,"4.08",
Fri 09/01/2026 19:30,"4.8",
Fri 09/01/2026 20:00,"4.92",
Fri 09/01/2026 20:30,"4.44",
Fri 09/01/2026 21:00,"4.32",
Fri 09/01/2026 21:30,"4.56",
Fri 09/01/2026 22:00,"5.04",
Fri 09/01/2026 22:30,"4.68",
Fri 09/01/2026 23:00,"4.2",
Fri 09/01/2026 23:30,"4.32",
Sat 10/01/2026 00:00,"4.8",
