Timeline Report

Created,"Created: 18/02/2026 at 18:42:08"
Run On,"Point Lane"
Utility,"Electricity"
From,"30/12/2025"
To,"30/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Tue 30/12/2025 00:30,"4.44",
Tue 30/12/2025 01:00,"4.2",
Tue 30/12/2025 01:30,"3.96",
Tue 30/12/2025 02:00,"4.56",
Tue 30/12/2025 02:30,"4.68",
Tue 30/12/2025 03:00,"3.84",
Tue 30/12/2025 03:30,"4.32",
Tue 30/12/2025 04:00,"4.56",
Tue 30/12/2025 04:30,"4.56",
Tue 30/12/2025 05:00,"3.84",
Tue 30/12/2025 05:30,"4.56",
Tue 30/12/2025 06:00,"4.68",
Tue 30/12/2025 06:30,"4.08",
Tue 30/12/2025 07:00,"4.08",
Tue 30/12/2025 07:30,"4.68",
Tue 30/12/2025 08:00,"4.56",
Tue 30/12/2025 08:30,"2.52",
Tue 30/12/2025 09:00,"25.8",
Tue 30/12/2025 09:30,"97.32",
Tue 30/12/2025 10:00,"225",
Tue 30/12/2025 10:30,"597.45",
Tue 30/12/2025 11:00,"548.3",
Tue 30/12/2025 11:30,"555.85",
Tue 30/12/2025 12:00,"827.4",
Tue 30/12/2025 12:30,"874.4",
Tue 30/12/2025 13:00,"369.28",
Tue 30/12/2025 13:30,"266.88",
Tue 30/12/2025 14:00,"334.2",
Tue 30/12/2025 14:30,"241.32",
Tue 30/12/2025 15:00,"115.92",
Tue 30/12/2025 15:30,"79.68",
Tue 30/12/2025 16:00,"37.08",
Tue 30/12/2025 16:30,"6.36",
Tue 30/12/2025 17:00,"5.52",
Tue 30/12/2025 17:30,"4.56",
Tue 30/12/2025 18:00,"4.68",
Tue 30/12/2025 18:30,"4.08",
Tue 30/12/2025 19:00,"4.08",
Tue 30/12/2025 19:30,"4.68",
Tue 30/12/2025 20:00,"4.8",
Tue 30/12/2025 20:30,"3.96",
Tue 30/12/2025 21:00,"4.32",
Tue 30/12/2025 21:30,"4.68",
Tue 30/12/2025 22:00,"4.68",
Tue 30/12/2025 22:30,"3.96",
Tue 30/12/2025 23:00,"4.32",
Tue 30/12/2025 23:30,"4.8",
Wed 31/12/2025 00:00,"4.8",
