Timeline Report

Created,"Created: 18/02/2026 at 21:05:22"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"30/01/2026"
To,"30/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Fri 30/01/2026 00:30,"0",
Fri 30/01/2026 01:00,"0",
Fri 30/01/2026 01:30,"0",
Fri 30/01/2026 02:00,"0",
Fri 30/01/2026 02:30,"0",
Fri 30/01/2026 03:00,"0",
Fri 30/01/2026 03:30,"0",
Fri 30/01/2026 04:00,"0",
Fri 30/01/2026 04:30,"0",
Fri 30/01/2026 05:00,"0",
Fri 30/01/2026 05:30,"0",
Fri 30/01/2026 06:00,"0",
Fri 30/01/2026 06:30,"0",
Fri 30/01/2026 07:00,"0",
Fri 30/01/2026 07:30,"0",
Fri 30/01/2026 08:00,"0",
Fri 30/01/2026 08:30,"33.12",
Fri 30/01/2026 09:00,"401.52",
Fri 30/01/2026 09:30,"986.16",
Fri 30/01/2026 10:00,"1816.3",
Fri 30/01/2026 10:30,"2280.2",
Fri 30/01/2026 11:00,"2425.7",
Fri 30/01/2026 11:30,"2146.6",
Fri 30/01/2026 12:00,"1155.3",
Fri 30/01/2026 12:30,"541.98",
Fri 30/01/2026 13:00,"663.12",
Fri 30/01/2026 13:30,"513.36",
Fri 30/01/2026 14:00,"606.96",
Fri 30/01/2026 14:30,"362.64",
Fri 30/01/2026 15:00,"339.84",
Fri 30/01/2026 15:30,"242.64",
Fri 30/01/2026 16:00,"110.64",
Fri 30/01/2026 16:30,"201.84",
Fri 30/01/2026 17:00,"51.12",
Fri 30/01/2026 17:30,"0",
Fri 30/01/2026 18:00,"0",
Fri 30/01/2026 18:30,"0",
Fri 30/01/2026 19:00,"0",
Fri 30/01/2026 19:30,"0",
Fri 30/01/2026 20:00,"0",
Fri 30/01/2026 20:30,"0",
Fri 30/01/2026 21:00,"0",
Fri 30/01/2026 21:30,"0",
Fri 30/01/2026 22:00,"0",
Fri 30/01/2026 22:30,"0",
Fri 30/01/2026 23:00,"0",
Fri 30/01/2026 23:30,"0",
Sat 31/01/2026 00:00,"0",
