Timeline Report

Created,"Created: 18/02/2026 at 21:16:06"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"09/02/2026"
To,"09/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Mon 09/02/2026 00:30,"0",
Mon 09/02/2026 01:00,"0",
Mon 09/02/2026 01:30,"0",
Mon 09/02/2026 02:00,"0",
Mon 09/02/2026 02:30,"0",
Mon 09/02/2026 03:00,"0",
Mon 09/02/2026 03:30,"0",
Mon 09/02/2026 04:00,"0",
Mon 09/02/2026 04:30,"0",
Mon 09/02/2026 05:00,"0",
Mon 09/02/2026 05:30,"0",
Mon 09/02/2026 06:00,"0",
Mon 09/02/2026 06:30,"0",
Mon 09/02/2026 07:00,"0",
Mon 09/02/2026 07:30,"0",
Mon 09/02/2026 08:00,"0.96",
Mon 09/02/2026 08:30,"119.52",
Mon 09/02/2026 09:00,"286.56",
Mon 09/02/2026 09:30,"359.04",
Mon 09/02/2026 10:00,"542.88",
Mon 09/02/2026 10:30,"742.08",
Mon 09/02/2026 11:00,"692.88",
Mon 09/02/2026 11:30,"784.56",
Mon 09/02/2026 12:00,"1105.6",
Mon 09/02/2026 12:30,"1556.4",
Mon 09/02/2026 13:00,"1177.2",
Mon 09/02/2026 13:30,"1519.2",
Mon 09/02/2026 14:00,"1243.5",
Mon 09/02/2026 14:30,"1117.4",
Mon 09/02/2026 15:00,"1275.6",
Mon 09/02/2026 15:30,"841.02",
Mon 09/02/2026 16:00,"477.12",
Mon 09/02/2026 16:30,"405.36",
Mon 09/02/2026 17:00,"142.32",
Mon 09/02/2026 17:30,"18.48",
Mon 09/02/2026 18:00,"0",
Mon 09/02/2026 18:30,"0",
Mon 09/02/2026 19:00,"0",
Mon 09/02/2026 19:30,"0",
Mon 09/02/2026 20:00,"0",
Mon 09/02/2026 20:30,"0",
Mon 09/02/2026 21:00,"0",
Mon 09/02/2026 21:30,"0",
Mon 09/02/2026 22:00,"0",
Mon 09/02/2026 22:30,"0",
Mon 09/02/2026 23:00,"0",
Mon 09/02/2026 23:30,"0",
Tue 10/02/2026 00:00,"0",
