Timeline Report

Created,"Created: 18/02/2026 at 18:50:05"
Run On,"Point Lane"
Utility,"Electricity"
From,"06/01/2026"
To,"06/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Tue 06/01/2026 00:30,"4.56",
Tue 06/01/2026 01:00,"4.56",
Tue 06/01/2026 01:30,"5.4",
Tue 06/01/2026 02:00,"4.8",
Tue 06/01/2026 02:30,"4.56",
Tue 06/01/2026 03:00,"5.16",
Tue 06/01/2026 03:30,"5.04",
Tue 06/01/2026 04:00,"4.56",
Tue 06/01/2026 04:30,"4.68",
Tue 06/01/2026 05:00,"5.16",
Tue 06/01/2026 05:30,"4.68",
Tue 06/01/2026 06:00,"4.44",
Tue 06/01/2026 06:30,"4.8",
Tue 06/01/2026 07:00,"5.16",
Tue 06/01/2026 07:30,"4.56",
Tue 06/01/2026 08:00,"4.32",
Tue 06/01/2026 08:30,"7.92",
Tue 06/01/2026 09:00,"43.92",
Tue 06/01/2026 09:30,"147.24",
Tue 06/01/2026 10:00,"425.04",
Tue 06/01/2026 10:30,"642",
Tue 06/01/2026 11:00,"447.6",
Tue 06/01/2026 11:30,"660.2",
Tue 06/01/2026 12:00,"690.6",
Tue 06/01/2026 12:30,"462.64",
Tue 06/01/2026 13:00,"274.68",
Tue 06/01/2026 13:30,"561.6",
Tue 06/01/2026 14:00,"312",
Tue 06/01/2026 14:30,"143.28",
Tue 06/01/2026 15:00,"132.12",
Tue 06/01/2026 15:30,"85.8",
Tue 06/01/2026 16:00,"25.44",
Tue 06/01/2026 16:30,"5.28",
Tue 06/01/2026 17:00,"5.76",
Tue 06/01/2026 17:30,"5.16",
Tue 06/01/2026 18:00,"4.8",
Tue 06/01/2026 18:30,"4.56",
Tue 06/01/2026 19:00,"4.08",
Tue 06/01/2026 19:30,"4.08",
Tue 06/01/2026 20:00,"4.68",
Tue 06/01/2026 20:30,"4.44",
Tue 06/01/2026 21:00,"3.6",
Tue 06/01/2026 21:30,"4.56",
Tue 06/01/2026 22:00,"4.68",
Tue 06/01/2026 22:30,"4.08",
Tue 06/01/2026 23:00,"4.08",
Tue 06/01/2026 23:30,"4.68",
Wed 07/01/2026 00:00,"4.32",
