Timeline Report

Created,"Created: 18/02/2026 at 19:08:55"
Run On,"Point Lane"
Utility,"Electricity"
From,"22/01/2026"
To,"22/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Thu 22/01/2026 00:30,"3.96",
Thu 22/01/2026 01:00,"4.08",
Thu 22/01/2026 01:30,"4.56",
Thu 22/01/2026 02:00,"4.2",
Thu 22/01/2026 02:30,"3.84",
Thu 22/01/2026 03:00,"4.56",
Thu 22/01/2026 03:30,"4.32",
Thu 22/01/2026 04:00,"3.72",
Thu 22/01/2026 04:30,"4.56",
Thu 22/01/2026 05:00,"4.2",
Thu 22/01/2026 05:30,"3.84",
Thu 22/01/2026 06:00,"4.44",
Thu 22/01/2026 06:30,"3.96",
Thu 22/01/2026 07:00,"4.08",
Thu 22/01/2026 07:30,"4.56",
Thu 22/01/2026 08:00,"3.6",
Thu 22/01/2026 08:30,"2.76",
Thu 22/01/2026 09:00,"35.28",
Thu 22/01/2026 09:30,"202.32",
Thu 22/01/2026 10:00,"195.6",
Thu 22/01/2026 10:30,"366.48",
Thu 22/01/2026 11:00,"345.12",
Thu 22/01/2026 11:30,"334.56",
Thu 22/01/2026 12:00,"340.8",
Thu 22/01/2026 12:30,"176.88",
Thu 22/01/2026 13:00,"117.84",
Thu 22/01/2026 13:30,"100.68",
Thu 22/01/2026 14:00,"266.88",
Thu 22/01/2026 14:30,"297.36",
Thu 22/01/2026 15:00,"452.4",
Thu 22/01/2026 15:30,"668",
Thu 22/01/2026 16:00,"282.4",
Thu 22/01/2026 16:30,"32.52",
Thu 22/01/2026 17:00,"5.88",
Thu 22/01/2026 17:30,"6.36",
Thu 22/01/2026 18:00,"3.96",
Thu 22/01/2026 18:30,"4.2",
Thu 22/01/2026 19:00,"4.56",
Thu 22/01/2026 19:30,"3.72",
Thu 22/01/2026 20:00,"4.44",
Thu 22/01/2026 20:30,"4.44",
Thu 22/01/2026 21:00,"3.6",
Thu 22/01/2026 21:30,"4.56",
Thu 22/01/2026 22:00,"4.2",
Thu 22/01/2026 22:30,"3.84",
Thu 22/01/2026 23:00,"4.56",
Thu 22/01/2026 23:30,"4.8",
Fri 23/01/2026 00:00,"4.2",
