Timeline Report

Created,"Created: 18/02/2026 at 21:10:51"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"02/02/2026"
To,"02/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Mon 02/02/2026 00:30,"0",
Mon 02/02/2026 01:00,"0",
Mon 02/02/2026 01:30,"0",
Mon 02/02/2026 02:00,"0",
Mon 02/02/2026 02:30,"0",
Mon 02/02/2026 03:00,"0",
Mon 02/02/2026 03:30,"0",
Mon 02/02/2026 04:00,"0",
Mon 02/02/2026 04:30,"0",
Mon 02/02/2026 05:00,"0",
Mon 02/02/2026 05:30,"0",
Mon 02/02/2026 06:00,"0",
Mon 02/02/2026 06:30,"0",
Mon 02/02/2026 07:00,"0",
Mon 02/02/2026 07:30,"0",
Mon 02/02/2026 08:00,"0",
Mon 02/02/2026 08:30,"1.92",
Mon 02/02/2026 09:00,"47.76",
Mon 02/02/2026 09:30,"103.92",
Mon 02/02/2026 10:00,"180.24",
Mon 02/02/2026 10:30,"354.48",
Mon 02/02/2026 11:00,"480",
Mon 02/02/2026 11:30,"610.32",
Mon 02/02/2026 12:00,"888",
Mon 02/02/2026 12:30,"922.32",
Mon 02/02/2026 13:00,"899.52",
Mon 02/02/2026 13:30,"983.04",
Mon 02/02/2026 14:00,"1241.5",
Mon 02/02/2026 14:30,"786.98",
Mon 02/02/2026 15:00,"577.68",
Mon 02/02/2026 15:30,"617.28",
Mon 02/02/2026 16:00,"560.64",
Mon 02/02/2026 16:30,"254.64",
Mon 02/02/2026 17:00,"102.24",
Mon 02/02/2026 17:30,"3.84",
Mon 02/02/2026 18:00,"0",
Mon 02/02/2026 18:30,"0",
Mon 02/02/2026 19:00,"0",
Mon 02/02/2026 19:30,"0",
Mon 02/02/2026 20:00,"0",
Mon 02/02/2026 20:30,"0",
Mon 02/02/2026 21:00,"0",
Mon 02/02/2026 21:30,"0",
Mon 02/02/2026 22:00,"0",
Mon 02/02/2026 22:30,"0",
Mon 02/02/2026 23:00,"0",
Mon 02/02/2026 23:30,"0",
Tue 03/02/2026 00:00,"0",
