Timeline Report

Created,"Created: 18/02/2026 at 21:20:36"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"15/02/2026"
To,"15/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sun 15/02/2026 00:30,"0",
Sun 15/02/2026 01:00,"0",
Sun 15/02/2026 01:30,"0",
Sun 15/02/2026 02:00,"0",
Sun 15/02/2026 02:30,"0",
Sun 15/02/2026 03:00,"0",
Sun 15/02/2026 03:30,"0",
Sun 15/02/2026 04:00,"0",
Sun 15/02/2026 04:30,"0",
Sun 15/02/2026 05:00,"0",
Sun 15/02/2026 05:30,"0",
Sun 15/02/2026 06:00,"0",
Sun 15/02/2026 06:30,"0",
Sun 15/02/2026 07:00,"0",
Sun 15/02/2026 07:30,"0",
Sun 15/02/2026 08:00,"0",
Sun 15/02/2026 08:30,"52.32",
Sun 15/02/2026 09:00,"158.64",
Sun 15/02/2026 09:30,"390.72",
Sun 15/02/2026 10:00,"657.36",
Sun 15/02/2026 10:30,"2322",
Sun 15/02/2026 11:00,"1426",
Sun 15/02/2026 11:30,"1642.4",
Sun 15/02/2026 12:00,"566.4",
Sun 15/02/2026 12:30,"532.08",
Sun 15/02/2026 13:00,"1351.9",
Sun 15/02/2026 13:30,"5144.4",
Sun 15/02/2026 14:00,"4389.6",
Sun 15/02/2026 14:30,"2656.5",
Sun 15/02/2026 15:00,"1698.3",
Sun 15/02/2026 15:30,"214.1",
Sun 15/02/2026 16:00,"1616.6",
Sun 15/02/2026 16:30,"1146.7",
Sun 15/02/2026 17:00,"462.54",
Sun 15/02/2026 17:30,"140.16",
Sun 15/02/2026 18:00,"4.32",
Sun 15/02/2026 18:30,"0",
Sun 15/02/2026 19:00,"0",
Sun 15/02/2026 19:30,"0",
Sun 15/02/2026 20:00,"0",
Sun 15/02/2026 20:30,"0",
Sun 15/02/2026 21:00,"0",
Sun 15/02/2026 21:30,"0",
Sun 15/02/2026 22:00,"0",
Sun 15/02/2026 22:30,"0",
Sun 15/02/2026 23:00,"0",
Sun 15/02/2026 23:30,"0",
Mon 16/02/2026 00:00,"0",
