Timeline Report

Created,"Created: 18/02/2026 at 18:58:10"
Run On,"Point Lane"
Utility,"Electricity"
From,"13/01/2026"
To,"13/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Tue 13/01/2026 00:30,"3.36",
Tue 13/01/2026 01:00,"4.44",
Tue 13/01/2026 01:30,"3.48",
Tue 13/01/2026 02:00,"4.32",
Tue 13/01/2026 02:30,"3.48",
Tue 13/01/2026 03:00,"4.44",
Tue 13/01/2026 03:30,"3.48",
Tue 13/01/2026 04:00,"4.32",
Tue 13/01/2026 04:30,"3.48",
Tue 13/01/2026 05:00,"4.32",
Tue 13/01/2026 05:30,"3.48",
Tue 13/01/2026 06:00,"4.44",
Tue 13/01/2026 06:30,"3.48",
Tue 13/01/2026 07:00,"3.72",
Tue 13/01/2026 07:30,"4.08",
Tue 13/01/2026 08:00,"3.48",
Tue 13/01/2026 08:30,"4.44",
Tue 13/01/2026 09:00,"5.16",
Tue 13/01/2026 09:30,"60.24",
Tue 13/01/2026 10:00,"181.8",
Tue 13/01/2026 10:30,"138.84",
Tue 13/01/2026 11:00,"278.76",
Tue 13/01/2026 11:30,"583.9",
Tue 13/01/2026 12:00,"552.35",
Tue 13/01/2026 12:30,"478.23",
Tue 13/01/2026 13:00,"702.35",
Tue 13/01/2026 13:30,"1587",
Tue 13/01/2026 14:00,"1183.65",
Tue 13/01/2026 14:30,"1364.3",
Tue 13/01/2026 15:00,"985.7",
Tue 13/01/2026 15:30,"440.52",
Tue 13/01/2026 16:00,"166.56",
Tue 13/01/2026 16:30,"59.04",
Tue 13/01/2026 17:00,"11.04",
Tue 13/01/2026 17:30,"5.16",
Tue 13/01/2026 18:00,"4.68",
Tue 13/01/2026 18:30,"4.56",
Tue 13/01/2026 19:00,"3.96",
Tue 13/01/2026 19:30,"4.44",
Tue 13/01/2026 20:00,"4.8",
Tue 13/01/2026 20:30,"4.8",
Tue 13/01/2026 21:00,"4.32",
Tue 13/01/2026 21:30,"4.32",
Tue 13/01/2026 22:00,"4.8",
Tue 13/01/2026 22:30,"4.8",
Tue 13/01/2026 23:00,"4.68",
Tue 13/01/2026 23:30,"4.32",
Wed 14/01/2026 00:00,"4.44",
