Timeline Report

Created,"Created: 18/02/2026 at 21:14:34"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"07/02/2026"
To,"07/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sat 07/02/2026 00:30,"0",
Sat 07/02/2026 01:00,"0",
Sat 07/02/2026 01:30,"0",
Sat 07/02/2026 02:00,"0",
Sat 07/02/2026 02:30,"0",
Sat 07/02/2026 03:00,"0",
Sat 07/02/2026 03:30,"0",
Sat 07/02/2026 04:00,"0",
Sat 07/02/2026 04:30,"0",
Sat 07/02/2026 05:00,"0",
Sat 07/02/2026 05:30,"0",
Sat 07/02/2026 06:00,"0",
Sat 07/02/2026 06:30,"0",
Sat 07/02/2026 07:00,"0",
Sat 07/02/2026 07:30,"0",
Sat 07/02/2026 08:00,"7.44",
Sat 07/02/2026 08:30,"66.48",
Sat 07/02/2026 09:00,"205.92",
Sat 07/02/2026 09:30,"310.08",
Sat 07/02/2026 10:00,"279.6",
Sat 07/02/2026 10:30,"131.28",
Sat 07/02/2026 11:00,"226.8",
Sat 07/02/2026 11:30,"599.28",
Sat 07/02/2026 12:00,"1767.3",
Sat 07/02/2026 12:30,"1250.7",
Sat 07/02/2026 13:00,"1428.2",
Sat 07/02/2026 13:30,"3238.1",
Sat 07/02/2026 14:00,"2765.3",
Sat 07/02/2026 14:30,"2671.6",
Sat 07/02/2026 15:00,"1089.9",
Sat 07/02/2026 15:30,"2523.3",
Sat 07/02/2026 16:00,"1007.3",
Sat 07/02/2026 16:30,"414.54",
Sat 07/02/2026 17:00,"225.36",
Sat 07/02/2026 17:30,"13.68",
Sat 07/02/2026 18:00,"0",
Sat 07/02/2026 18:30,"0",
Sat 07/02/2026 19:00,"0",
Sat 07/02/2026 19:30,"0",
Sat 07/02/2026 20:00,"0",
Sat 07/02/2026 20:30,"0",
Sat 07/02/2026 21:00,"0",
Sat 07/02/2026 21:30,"0",
Sat 07/02/2026 22:00,"0",
Sat 07/02/2026 22:30,"0",
Sat 07/02/2026 23:00,"0",
Sat 07/02/2026 23:30,"0",
Sun 08/02/2026 00:00,"0",
