Timeline Report

Created,"Created: 18/02/2026 at 18:31:37"
Run On,"Point Lane"
Utility,"Electricity"
From,"16/12/2025"
To,"16/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Tue 16/12/2025 00:30,"3.48",
Tue 16/12/2025 01:00,"4.44",
Tue 16/12/2025 01:30,"4.2",
Tue 16/12/2025 02:00,"3.6",
Tue 16/12/2025 02:30,"4.44",
Tue 16/12/2025 03:00,"4.2",
Tue 16/12/2025 03:30,"3.84",
Tue 16/12/2025 04:00,"4.44",
Tue 16/12/2025 04:30,"4.56",
Tue 16/12/2025 05:00,"3.48",
Tue 16/12/2025 05:30,"4.56",
Tue 16/12/2025 06:00,"4.56",
Tue 16/12/2025 06:30,"3.96",
Tue 16/12/2025 07:00,"4.32",
Tue 16/12/2025 07:30,"4.56",
Tue 16/12/2025 08:00,"4.44",
Tue 16/12/2025 08:30,"4.44",
Tue 16/12/2025 09:00,"46.2",
Tue 16/12/2025 09:30,"158.88",
Tue 16/12/2025 10:00,"279.6",
Tue 16/12/2025 10:30,"423.96",
Tue 16/12/2025 11:00,"626.6",
Tue 16/12/2025 11:30,"1015.6",
Tue 16/12/2025 12:00,"1163.15",
Tue 16/12/2025 12:30,"1555.45",
Tue 16/12/2025 13:00,"1531.2",
Tue 16/12/2025 13:30,"1191.1",
Tue 16/12/2025 14:00,"1269.5",
Tue 16/12/2025 14:30,"1049.85",
Tue 16/12/2025 15:00,"732.6",
Tue 16/12/2025 15:30,"428.79",
Tue 16/12/2025 16:00,"148.68",
Tue 16/12/2025 16:30,"11.76",
Tue 16/12/2025 17:00,"6.48",
Tue 16/12/2025 17:30,"3.96",
Tue 16/12/2025 18:00,"4.08",
Tue 16/12/2025 18:30,"4.68",
Tue 16/12/2025 19:00,"4.44",
Tue 16/12/2025 19:30,"4.08",
Tue 16/12/2025 20:00,"4.32",
Tue 16/12/2025 20:30,"4.8",
Tue 16/12/2025 21:00,"4.56",
Tue 16/12/2025 21:30,"4.2",
Tue 16/12/2025 22:00,"4.2",
Tue 16/12/2025 22:30,"4.68",
Tue 16/12/2025 23:00,"4.68",
Tue 16/12/2025 23:30,"4.08",
Wed 17/12/2025 00:00,"4.08",
