Timeline Report

Created,"Created: 18/02/2026 at 20:46:47"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"30/12/2025"
To,"30/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Tue 30/12/2025 00:30,"0",
Tue 30/12/2025 01:00,"0",
Tue 30/12/2025 01:30,"0",
Tue 30/12/2025 02:00,"0",
Tue 30/12/2025 02:30,"0",
Tue 30/12/2025 03:00,"0",
Tue 30/12/2025 03:30,"0",
Tue 30/12/2025 04:00,"0",
Tue 30/12/2025 04:30,"0",
Tue 30/12/2025 05:00,"0",
Tue 30/12/2025 05:30,"0",
Tue 30/12/2025 06:00,"0",
Tue 30/12/2025 06:30,"0",
Tue 30/12/2025 07:00,"0",
Tue 30/12/2025 07:30,"0",
Tue 30/12/2025 08:00,"0",
Tue 30/12/2025 08:30,"1.68",
Tue 30/12/2025 09:00,"51.6",
Tue 30/12/2025 09:30,"194.64",
Tue 30/12/2025 10:00,"450",
Tue 30/12/2025 10:30,"1194.9",
Tue 30/12/2025 11:00,"1096.6",
Tue 30/12/2025 11:30,"1111.7",
Tue 30/12/2025 12:00,"1654.8",
Tue 30/12/2025 12:30,"1748.8",
Tue 30/12/2025 13:00,"738.56",
Tue 30/12/2025 13:30,"533.76",
Tue 30/12/2025 14:00,"668.4",
Tue 30/12/2025 14:30,"482.64",
Tue 30/12/2025 15:00,"231.84",
Tue 30/12/2025 15:30,"159.36",
Tue 30/12/2025 16:00,"74.16",
Tue 30/12/2025 16:30,"7.2",
Tue 30/12/2025 17:00,"0",
Tue 30/12/2025 17:30,"0",
Tue 30/12/2025 18:00,"0",
Tue 30/12/2025 18:30,"0",
Tue 30/12/2025 19:00,"0",
Tue 30/12/2025 19:30,"0",
Tue 30/12/2025 20:00,"0",
Tue 30/12/2025 20:30,"0",
Tue 30/12/2025 21:00,"0",
Tue 30/12/2025 21:30,"0",
Tue 30/12/2025 22:00,"0",
Tue 30/12/2025 22:30,"0",
Tue 30/12/2025 23:00,"0",
Tue 30/12/2025 23:30,"0",
Wed 31/12/2025 00:00,"0",
