Timeline Report

Created,"Created: 18/02/2026 at 20:47:23"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"02/01/2026"
To,"02/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Fri 02/01/2026 00:30,"0",
Fri 02/01/2026 01:00,"0",
Fri 02/01/2026 01:30,"0",
Fri 02/01/2026 02:00,"0",
Fri 02/01/2026 02:30,"0",
Fri 02/01/2026 03:00,"0",
Fri 02/01/2026 03:30,"0",
Fri 02/01/2026 04:00,"0",
Fri 02/01/2026 04:30,"0",
Fri 02/01/2026 05:00,"0",
Fri 02/01/2026 05:30,"0",
Fri 02/01/2026 06:00,"0",
Fri 02/01/2026 06:30,"0",
Fri 02/01/2026 07:00,"0",
Fri 02/01/2026 07:30,"0",
Fri 02/01/2026 08:00,"0",
Fri 02/01/2026 08:30,"8.64",
Fri 02/01/2026 09:00,"162.72",
Fri 02/01/2026 09:30,"719.76",
Fri 02/01/2026 10:00,"1257.6",
Fri 02/01/2026 10:30,"1593.3",
Fri 02/01/2026 11:00,"2195.3",
Fri 02/01/2026 11:30,"2914.3",
Fri 02/01/2026 12:00,"3341.3",
Fri 02/01/2026 12:30,"2257.2",
Fri 02/01/2026 13:00,"3037.9",
Fri 02/01/2026 13:30,"3300",
Fri 02/01/2026 14:00,"1565.5",
Fri 02/01/2026 14:30,"1942.4",
Fri 02/01/2026 15:00,"1827.1",
Fri 02/01/2026 15:30,"765.14",
Fri 02/01/2026 16:00,"191.52",
Fri 02/01/2026 16:30,"70.32",
Fri 02/01/2026 17:00,"0",
Fri 02/01/2026 17:30,"0",
Fri 02/01/2026 18:00,"0",
Fri 02/01/2026 18:30,"0",
Fri 02/01/2026 19:00,"0",
Fri 02/01/2026 19:30,"0",
Fri 02/01/2026 20:00,"0",
Fri 02/01/2026 20:30,"0",
Fri 02/01/2026 21:00,"0",
Fri 02/01/2026 21:30,"0",
Fri 02/01/2026 22:00,"0",
Fri 02/01/2026 22:30,"0",
Fri 02/01/2026 23:00,"0",
Fri 02/01/2026 23:30,"0",
Sat 03/01/2026 00:00,"0",
