Timeline Report

Created,"Created: 18/02/2026 at 20:49:36"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"13/01/2026"
To,"13/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Tue 13/01/2026 00:30,"0",
Tue 13/01/2026 01:00,"0",
Tue 13/01/2026 01:30,"0",
Tue 13/01/2026 02:00,"0",
Tue 13/01/2026 02:30,"0",
Tue 13/01/2026 03:00,"0",
Tue 13/01/2026 03:30,"0",
Tue 13/01/2026 04:00,"0",
Tue 13/01/2026 04:30,"0",
Tue 13/01/2026 05:00,"0",
Tue 13/01/2026 05:30,"0",
Tue 13/01/2026 06:00,"0",
Tue 13/01/2026 06:30,"0",
Tue 13/01/2026 07:00,"0",
Tue 13/01/2026 07:30,"0",
Tue 13/01/2026 08:00,"0",
Tue 13/01/2026 08:30,"0",
Tue 13/01/2026 09:00,"5.76",
Tue 13/01/2026 09:30,"120.48",
Tue 13/01/2026 10:00,"363.6",
Tue 13/01/2026 10:30,"277.68",
Tue 13/01/2026 11:00,"557.52",
Tue 13/01/2026 11:30,"1167.8",
Tue 13/01/2026 12:00,"1104.7",
Tue 13/01/2026 12:30,"956.46",
Tue 13/01/2026 13:00,"1404.7",
Tue 13/01/2026 13:30,"3174",
Tue 13/01/2026 14:00,"2367.3",
Tue 13/01/2026 14:30,"2728.6",
Tue 13/01/2026 15:00,"1971.4",
Tue 13/01/2026 15:30,"881.04",
Tue 13/01/2026 16:00,"333.12",
Tue 13/01/2026 16:30,"118.08",
Tue 13/01/2026 17:00,"19.68",
Tue 13/01/2026 17:30,"0",
Tue 13/01/2026 18:00,"0",
Tue 13/01/2026 18:30,"0",
Tue 13/01/2026 19:00,"0",
Tue 13/01/2026 19:30,"0",
Tue 13/01/2026 20:00,"0",
Tue 13/01/2026 20:30,"0",
Tue 13/01/2026 21:00,"0",
Tue 13/01/2026 21:30,"0",
Tue 13/01/2026 22:00,"0",
Tue 13/01/2026 22:30,"0",
Tue 13/01/2026 23:00,"0",
Tue 13/01/2026 23:30,"0",
Wed 14/01/2026 00:00,"0",
