Timeline Report

Created,"Created: 18/02/2026 at 20:46:58"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"31/12/2025"
To,"31/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Wed 31/12/2025 00:30,"0",
Wed 31/12/2025 01:00,"0",
Wed 31/12/2025 01:30,"0",
Wed 31/12/2025 02:00,"0",
Wed 31/12/2025 02:30,"0",
Wed 31/12/2025 03:00,"0",
Wed 31/12/2025 03:30,"0",
Wed 31/12/2025 04:00,"0",
Wed 31/12/2025 04:30,"0",
Wed 31/12/2025 05:00,"0",
Wed 31/12/2025 05:30,"0",
Wed 31/12/2025 06:00,"0",
Wed 31/12/2025 06:30,"0",
Wed 31/12/2025 07:00,"0",
Wed 31/12/2025 07:30,"0",
Wed 31/12/2025 08:00,"0",
Wed 31/12/2025 08:30,"15.84",
Wed 31/12/2025 09:00,"211.68",
Wed 31/12/2025 09:30,"718.08",
Wed 31/12/2025 10:00,"1365.6",
Wed 31/12/2025 10:30,"1846.8",
Wed 31/12/2025 11:00,"2163.8",
Wed 31/12/2025 11:30,"2680.6",
Wed 31/12/2025 12:00,"3129.6",
Wed 31/12/2025 12:30,"3438.9",
Wed 31/12/2025 13:00,"3445.2",
Wed 31/12/2025 13:30,"2833.7",
Wed 31/12/2025 14:00,"2588.4",
Wed 31/12/2025 14:30,"898.12",
Wed 31/12/2025 15:00,"453.6",
Wed 31/12/2025 15:30,"229.68",
Wed 31/12/2025 16:00,"90.24",
Wed 31/12/2025 16:30,"6.72",
Wed 31/12/2025 17:00,"0",
Wed 31/12/2025 17:30,"0",
Wed 31/12/2025 18:00,"0",
Wed 31/12/2025 18:30,"0",
Wed 31/12/2025 19:00,"0",
Wed 31/12/2025 19:30,"0",
Wed 31/12/2025 20:00,"0",
Wed 31/12/2025 20:30,"0",
Wed 31/12/2025 21:00,"0",
Wed 31/12/2025 21:30,"0",
Wed 31/12/2025 22:00,"0",
Wed 31/12/2025 22:30,"0",
Wed 31/12/2025 23:00,"0",
Wed 31/12/2025 23:30,"0",
Thu 01/01/2026 00:00,"0",
