Timeline Report

Created,"Created: 18/02/2026 at 20:49:12"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"11/01/2026"
To,"11/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sun 11/01/2026 00:30,"0",
Sun 11/01/2026 01:00,"0",
Sun 11/01/2026 01:30,"0",
Sun 11/01/2026 02:00,"0",
Sun 11/01/2026 02:30,"0",
Sun 11/01/2026 03:00,"0",
Sun 11/01/2026 03:30,"0",
Sun 11/01/2026 04:00,"0",
Sun 11/01/2026 04:30,"0",
Sun 11/01/2026 05:00,"0",
Sun 11/01/2026 05:30,"0",
Sun 11/01/2026 06:00,"0",
Sun 11/01/2026 06:30,"0",
Sun 11/01/2026 07:00,"0",
Sun 11/01/2026 07:30,"0",
Sun 11/01/2026 08:00,"0",
Sun 11/01/2026 08:30,"0",
Sun 11/01/2026 09:00,"4.32",
Sun 11/01/2026 09:30,"46.32",
Sun 11/01/2026 10:00,"95.76",
Sun 11/01/2026 10:30,"143.52",
Sun 11/01/2026 11:00,"333.36",
Sun 11/01/2026 11:30,"311.04",
Sun 11/01/2026 12:00,"306.72",
Sun 11/01/2026 12:30,"368.16",
Sun 11/01/2026 13:00,"338.88",
Sun 11/01/2026 13:30,"329.28",
Sun 11/01/2026 14:00,"268.8",
Sun 11/01/2026 14:30,"222.72",
Sun 11/01/2026 15:00,"138.72",
Sun 11/01/2026 15:30,"74.64",
Sun 11/01/2026 16:00,"18",
Sun 11/01/2026 16:30,"2.88",
Sun 11/01/2026 17:00,"0",
Sun 11/01/2026 17:30,"0",
Sun 11/01/2026 18:00,"0",
Sun 11/01/2026 18:30,"0",
Sun 11/01/2026 19:00,"0",
Sun 11/01/2026 19:30,"0",
Sun 11/01/2026 20:00,"0",
Sun 11/01/2026 20:30,"0",
Sun 11/01/2026 21:00,"0",
Sun 11/01/2026 21:30,"0",
Sun 11/01/2026 22:00,"0",
Sun 11/01/2026 22:30,"0",
Sun 11/01/2026 23:00,"0",
Sun 11/01/2026 23:30,"0",
Mon 12/01/2026 00:00,"0",
