Timeline Report

Created,"Created: 18/02/2026 at 20:46:00"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"26/12/2025"
To,"26/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Fri 26/12/2025 00:30,"0",
Fri 26/12/2025 01:00,"0",
Fri 26/12/2025 01:30,"0",
Fri 26/12/2025 02:00,"0",
Fri 26/12/2025 02:30,"0",
Fri 26/12/2025 03:00,"0",
Fri 26/12/2025 03:30,"0",
Fri 26/12/2025 04:00,"0",
Fri 26/12/2025 04:30,"0",
Fri 26/12/2025 05:00,"0",
Fri 26/12/2025 05:30,"0",
Fri 26/12/2025 06:00,"0",
Fri 26/12/2025 06:30,"0",
Fri 26/12/2025 07:00,"0",
Fri 26/12/2025 07:30,"0",
Fri 26/12/2025 08:00,"0",
Fri 26/12/2025 08:30,"7.68",
Fri 26/12/2025 09:00,"108.24",
Fri 26/12/2025 09:30,"587.76",
Fri 26/12/2025 10:00,"1171.9",
Fri 26/12/2025 10:30,"1746.9",
Fri 26/12/2025 11:00,"2194.4",
Fri 26/12/2025 11:30,"2549",
Fri 26/12/2025 12:00,"2789.5",
Fri 26/12/2025 12:30,"2386.3",
Fri 26/12/2025 13:00,"2085.6",
Fri 26/12/2025 13:30,"3075.9",
Fri 26/12/2025 14:00,"2662.3",
Fri 26/12/2025 14:30,"2204.6",
Fri 26/12/2025 15:00,"1614.8",
Fri 26/12/2025 15:30,"937.68",
Fri 26/12/2025 16:00,"317.28",
Fri 26/12/2025 16:30,"21.6",
Fri 26/12/2025 17:00,"0",
Fri 26/12/2025 17:30,"0",
Fri 26/12/2025 18:00,"0",
Fri 26/12/2025 18:30,"0",
Fri 26/12/2025 19:00,"0",
Fri 26/12/2025 19:30,"0",
Fri 26/12/2025 20:00,"0",
Fri 26/12/2025 20:30,"0",
Fri 26/12/2025 21:00,"0",
Fri 26/12/2025 21:30,"0",
Fri 26/12/2025 22:00,"0",
Fri 26/12/2025 22:30,"0",
Fri 26/12/2025 23:00,"0",
Fri 26/12/2025 23:30,"0",
Sat 27/12/2025 00:00,"0",
