Timeline Report

Created,"Created: 18/02/2026 at 20:51:24"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"22/01/2026"
To,"22/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Thu 22/01/2026 00:30,"0",
Thu 22/01/2026 01:00,"0",
Thu 22/01/2026 01:30,"0",
Thu 22/01/2026 02:00,"0",
Thu 22/01/2026 02:30,"0",
Thu 22/01/2026 03:00,"0",
Thu 22/01/2026 03:30,"0",
Thu 22/01/2026 04:00,"0",
Thu 22/01/2026 04:30,"0",
Thu 22/01/2026 05:00,"0",
Thu 22/01/2026 05:30,"0",
Thu 22/01/2026 06:00,"0",
Thu 22/01/2026 06:30,"0",
Thu 22/01/2026 07:00,"0",
Thu 22/01/2026 07:30,"0",
Thu 22/01/2026 08:00,"0",
Thu 22/01/2026 08:30,"1.44",
Thu 22/01/2026 09:00,"70.56",
Thu 22/01/2026 09:30,"404.64",
Thu 22/01/2026 10:00,"391.2",
Thu 22/01/2026 10:30,"732.96",
Thu 22/01/2026 11:00,"690.24",
Thu 22/01/2026 11:30,"669.12",
Thu 22/01/2026 12:00,"681.6",
Thu 22/01/2026 12:30,"353.76",
Thu 22/01/2026 13:00,"235.68",
Thu 22/01/2026 13:30,"198.72",
Thu 22/01/2026 14:00,"533.76",
Thu 22/01/2026 14:30,"594.72",
Thu 22/01/2026 15:00,"903.6",
Thu 22/01/2026 15:30,"1336",
Thu 22/01/2026 16:00,"564.8",
Thu 22/01/2026 16:30,"59.28",
Thu 22/01/2026 17:00,"10.32",
Thu 22/01/2026 17:30,"0",
Thu 22/01/2026 18:00,"0",
Thu 22/01/2026 18:30,"0",
Thu 22/01/2026 19:00,"0",
Thu 22/01/2026 19:30,"0",
Thu 22/01/2026 20:00,"0",
Thu 22/01/2026 20:30,"0",
Thu 22/01/2026 21:00,"0",
Thu 22/01/2026 21:30,"0",
Thu 22/01/2026 22:00,"0",
Thu 22/01/2026 22:30,"0",
Thu 22/01/2026 23:00,"0",
Thu 22/01/2026 23:30,"0",
Fri 23/01/2026 00:00,"0",
