Timeline Report

Created,"Created: 18/02/2026 at 20:47:35"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"03/01/2026"
To,"03/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Sat 03/01/2026 00:30,"0",
Sat 03/01/2026 01:00,"0",
Sat 03/01/2026 01:30,"0",
Sat 03/01/2026 02:00,"0",
Sat 03/01/2026 02:30,"0",
Sat 03/01/2026 03:00,"0",
Sat 03/01/2026 03:30,"0",
Sat 03/01/2026 04:00,"0",
Sat 03/01/2026 04:30,"0",
Sat 03/01/2026 05:00,"0",
Sat 03/01/2026 05:30,"0",
Sat 03/01/2026 06:00,"0",
Sat 03/01/2026 06:30,"0",
Sat 03/01/2026 07:00,"0",
Sat 03/01/2026 07:30,"0",
Sat 03/01/2026 08:00,"0",
Sat 03/01/2026 08:30,"0.24",
Sat 03/01/2026 09:00,"46.8",
Sat 03/01/2026 09:30,"184.8",
Sat 03/01/2026 10:00,"787.68",
Sat 03/01/2026 10:30,"256.8",
Sat 03/01/2026 11:00,"1359.1",
Sat 03/01/2026 11:30,"2814",
Sat 03/01/2026 12:00,"2872.3",
Sat 03/01/2026 12:30,"3061",
Sat 03/01/2026 13:00,"1616.8",
Sat 03/01/2026 13:30,"1356.5",
Sat 03/01/2026 14:00,"447.9",
Sat 03/01/2026 14:30,"395.52",
Sat 03/01/2026 15:00,"472.32",
Sat 03/01/2026 15:30,"311.52",
Sat 03/01/2026 16:00,"93.6",
Sat 03/01/2026 16:30,"21.84",
Sat 03/01/2026 17:00,"0",
Sat 03/01/2026 17:30,"0",
Sat 03/01/2026 18:00,"0",
Sat 03/01/2026 18:30,"0",
Sat 03/01/2026 19:00,"0",
Sat 03/01/2026 19:30,"0",
Sat 03/01/2026 20:00,"0",
Sat 03/01/2026 20:30,"0",
Sat 03/01/2026 21:00,"0",
Sat 03/01/2026 21:30,"0",
Sat 03/01/2026 22:00,"0",
Sat 03/01/2026 22:30,"0",
Sat 03/01/2026 23:00,"0",
Sat 03/01/2026 23:30,"0",
Sun 04/01/2026 00:00,"0",
