Timeline Report

Created,"Created: 18/02/2026 at 20:56:19"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"17/02/2026"
To,"17/02/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Tue 17/02/2026 00:30,"0",
Tue 17/02/2026 01:00,"0",
Tue 17/02/2026 01:30,"0",
Tue 17/02/2026 02:00,"0",
Tue 17/02/2026 02:30,"0",
Tue 17/02/2026 03:00,"0",
Tue 17/02/2026 03:30,"0",
Tue 17/02/2026 04:00,"0",
Tue 17/02/2026 04:30,"0",
Tue 17/02/2026 05:00,"0",
Tue 17/02/2026 05:30,"0",
Tue 17/02/2026 06:00,"0",
Tue 17/02/2026 06:30,"0",
Tue 17/02/2026 07:00,"0",
Tue 17/02/2026 07:30,"12",
Tue 17/02/2026 08:00,"122.64",
Tue 17/02/2026 08:30,"382.32",
Tue 17/02/2026 09:00,"719.52",
Tue 17/02/2026 09:30,"1111.2",
Tue 17/02/2026 10:00,"1165.4",
Tue 17/02/2026 10:30,"1286.9",
Tue 17/02/2026 11:00,"1413.3",
Tue 17/02/2026 11:30,"1407.2",
Tue 17/02/2026 12:00,"1358.8",
Tue 17/02/2026 12:30,"1435.5",
Tue 17/02/2026 13:00,"1625",
Tue 17/02/2026 13:30,"1749.1",
Tue 17/02/2026 14:00,"1350",
Tue 17/02/2026 14:30,"1106",
Tue 17/02/2026 15:00,"951.6",
Tue 17/02/2026 15:30,"761.04",
Tue 17/02/2026 16:00,"662.4",
Tue 17/02/2026 16:30,"420.48",
Tue 17/02/2026 17:00,"199.92",
Tue 17/02/2026 17:30,"40.8",
Tue 17/02/2026 18:00,"0",
Tue 17/02/2026 18:30,"0",
Tue 17/02/2026 19:00,"0",
Tue 17/02/2026 19:30,"0",
Tue 17/02/2026 20:00,"0",
Tue 17/02/2026 20:30,"0",
Tue 17/02/2026 21:00,"0",
Tue 17/02/2026 21:30,"0",
Tue 17/02/2026 22:00,"0",
Tue 17/02/2026 22:30,"0",
Tue 17/02/2026 23:00,"0",
Tue 17/02/2026 23:30,"0",
Wed 18/02/2026 00:00,"0",
