Timeline Report

Created,"Created: 18/02/2026 at 20:48:13"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"06/01/2026"
To,"06/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Tue 06/01/2026 00:30,"0",
Tue 06/01/2026 01:00,"0",
Tue 06/01/2026 01:30,"0",
Tue 06/01/2026 02:00,"0",
Tue 06/01/2026 02:30,"0",
Tue 06/01/2026 03:00,"0",
Tue 06/01/2026 03:30,"0",
Tue 06/01/2026 04:00,"0",
Tue 06/01/2026 04:30,"0",
Tue 06/01/2026 05:00,"0",
Tue 06/01/2026 05:30,"0",
Tue 06/01/2026 06:00,"0",
Tue 06/01/2026 06:30,"0",
Tue 06/01/2026 07:00,"0",
Tue 06/01/2026 07:30,"0",
Tue 06/01/2026 08:00,"0",
Tue 06/01/2026 08:30,"12.24",
Tue 06/01/2026 09:00,"87.84",
Tue 06/01/2026 09:30,"294.48",
Tue 06/01/2026 10:00,"850.08",
Tue 06/01/2026 10:30,"1284",
Tue 06/01/2026 11:00,"895.2",
Tue 06/01/2026 11:30,"1320.4",
Tue 06/01/2026 12:00,"1381.2",
Tue 06/01/2026 12:30,"925.28",
Tue 06/01/2026 13:00,"549.36",
Tue 06/01/2026 13:30,"1123.2",
Tue 06/01/2026 14:00,"624",
Tue 06/01/2026 14:30,"286.56",
Tue 06/01/2026 15:00,"264.24",
Tue 06/01/2026 15:30,"171.6",
Tue 06/01/2026 16:00,"50.88",
Tue 06/01/2026 16:30,"10.32",
Tue 06/01/2026 17:00,"0",
Tue 06/01/2026 17:30,"0",
Tue 06/01/2026 18:00,"0",
Tue 06/01/2026 18:30,"0",
Tue 06/01/2026 19:00,"0",
Tue 06/01/2026 19:30,"0",
Tue 06/01/2026 20:00,"0",
Tue 06/01/2026 20:30,"0",
Tue 06/01/2026 21:00,"0",
Tue 06/01/2026 21:30,"0",
Tue 06/01/2026 22:00,"0",
Tue 06/01/2026 22:30,"0",
Tue 06/01/2026 23:00,"0",
Tue 06/01/2026 23:30,"0",
Wed 07/01/2026 00:00,"0",
