Timeline Report

Created,"Created: 18/02/2026 at 20:50:00"
Run On,"HH 2100042103940 - K21W001099"
Utility,"Electricity"
From,"15/01/2026"
To,"15/01/2026"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Active Power (kW),
Thu 15/01/2026 00:30,"0",
Thu 15/01/2026 01:00,"0",
Thu 15/01/2026 01:30,"0",
Thu 15/01/2026 02:00,"0",
Thu 15/01/2026 02:30,"0",
Thu 15/01/2026 03:00,"0",
Thu 15/01/2026 03:30,"0",
Thu 15/01/2026 04:00,"0",
Thu 15/01/2026 04:30,"0",
Thu 15/01/2026 05:00,"0",
Thu 15/01/2026 05:30,"0",
Thu 15/01/2026 06:00,"0",
Thu 15/01/2026 06:30,"0",
Thu 15/01/2026 07:00,"0",
Thu 15/01/2026 07:30,"0",
Thu 15/01/2026 08:00,"0",
Thu 15/01/2026 08:30,"0.24",
Thu 15/01/2026 09:00,"20.16",
Thu 15/01/2026 09:30,"179.04",
Thu 15/01/2026 10:00,"344.64",
Thu 15/01/2026 10:30,"517.68",
Thu 15/01/2026 11:00,"627.84",
Thu 15/01/2026 11:30,"750.72",
Thu 15/01/2026 12:00,"1038",
Thu 15/01/2026 12:30,"1261.2",
Thu 15/01/2026 13:00,"1188",
Thu 15/01/2026 13:30,"1235",
Thu 15/01/2026 14:00,"1584.2",
Thu 15/01/2026 14:30,"1550.4",
Thu 15/01/2026 15:00,"2503.5",
Thu 15/01/2026 15:30,"1491.8",
Thu 15/01/2026 16:00,"853.5",
Thu 15/01/2026 16:30,"139.92",
Thu 15/01/2026 17:00,"10.56",
Thu 15/01/2026 17:30,"0",
Thu 15/01/2026 18:00,"0",
Thu 15/01/2026 18:30,"0",
Thu 15/01/2026 19:00,"0",
Thu 15/01/2026 19:30,"0",
Thu 15/01/2026 20:00,"0",
Thu 15/01/2026 20:30,"0",
Thu 15/01/2026 21:00,"0",
Thu 15/01/2026 21:30,"0",
Thu 15/01/2026 22:00,"0",
Thu 15/01/2026 22:30,"0",
Thu 15/01/2026 23:00,"0",
Thu 15/01/2026 23:30,"0",
Fri 16/01/2026 00:00,"0",
