SettlementDate,SettlementPeriod,StartTime,CreatedDateTime,SystemSellPrice,SystemBuyPrice,BsadDefaulted,PriceDerivationCode,ReserveScarcityPrice,NetImbalanceVolume,SellPriceAdjustment,BuyPriceAdjustment,ReplacementPrice,ReplacementPriceReferenceVolume,TotalAcceptedOfferVolume,TotalAcceptedBidVolume,TotalAdjustmentSellVolume,TotalAdjustmentBuyVolume,TotalSystemTaggedAcceptedOfferVolume,TotalSystemTaggedAcceptedBidVolume,TotalSystemTaggedAdjustmentSellVolume,TotalSystemTaggedAdjustmentBuyVolume
2026-03-20,2,2026-03-20T00:30:00Z,2026-03-20T01:18:38Z,117.379999999999995453,117.379999999999995453,False,N,0.000000000000000000,-125.030026574074071277,0.00,0.00,117.379999999999995453,0.000000000000000000,472.008333333333325754,-597.082407685185216906,0.000000000000000000,0.000000000000000000,472.008333333333325754,-596.082407685185216906,,
2026-03-20,3,2026-03-20T01:00:00Z,2026-03-20T01:48:32Z,113.609999999999999432,113.609999999999999432,False,N,0.000000000000000000,-69.581785555555555334,0.00,0.00,113.609999999999999432,0.000000000000000000,392.748769999999979063,-462.027103611111101600,0.000000000000000000,0.000000000000000000,392.748769999999979063,-461.027103611111101600,,
2026-03-20,4,2026-03-20T01:30:00Z,2026-03-20T02:18:37Z,111.159999999999996589,111.159999999999996589,False,N,0.000000000000000000,-29.313333333333332575,0.00,0.00,111.159999999999996589,0.000000000000000000,418.820833333333325754,-447.884166666666658330,0.000000000000000000,0.000000000000000000,418.820833333333325754,-446.884166666666658330,,
2026-03-20,5,2026-03-20T02:00:00Z,2026-03-20T02:48:37Z,132.000000000000000000,132.000000000000000000,False,P,0.000000000000000000,90.972228749999999309,0.00,0.00,,,512.117906527777790870,-421.167899999999974625,0.000000000000000000,0.000000000000000000,511.117906527777790870,-421.167899999999974625,,
2026-03-20,6,2026-03-20T02:30:00Z,2026-03-20T03:18:40Z,132.000000000000000000,132.000000000000000000,False,P,0.000000000000000000,163.274584444444457176,0.00,0.00,,,586.619086250000009386,-423.710753472222222626,0.000000000000000000,0.000000000000000000,585.619086250000009386,-423.710753472222222626,,
2026-03-20,7,2026-03-20T03:00:00Z,2026-03-20T03:49:11Z,89.188202117781344214,89.188202117781344214,False,N,0.000000000000000000,-200.795425555555567598,0.00,0.00,92.341141555555552145,1.000000000000000000,532.549999999999954525,-733.733342222222177043,0.000000000000000000,0.000000000000000000,532.549999999999954525,-732.733342222222177043,,
2026-03-20,8,2026-03-20T03:30:00Z,2026-03-20T04:18:43Z,113.180000000000006821,113.180000000000006821,False,N,0.000000000000000000,-156.206417450980382000,0.00,0.00,113.180000000000006821,0.000000000000000000,501.085250743464030165,-657.192109485290075099,0.000000000000000000,0.000000000000000000,501.085250743464030165,-656.192109485290075099,,
2026-03-20,9,2026-03-20T04:00:00Z,2026-03-20T04:48:39Z,113.989999999999994884,113.989999999999994884,False,N,0.000000000000000000,-206.308333333333337123,0.00,0.00,113.989999999999994884,0.000000000000000000,599.316666666666719721,-805.708333333333371229,0.000000000000000000,0.000000000000000000,599.316666666666719721,-804.708333333333371229,,
2026-03-20,10,2026-03-20T04:30:00Z,2026-03-20T05:18:34Z,113.620000000000004547,113.620000000000004547,False,N,0.000000000000000000,-258.834889204545447683,0.00,0.00,113.620000000000004547,0.000000000000000000,615.861981906565688405,-874.600694027777763040,0.000000000000000000,0.000000000000000000,615.861981906565688405,-873.600694027777763040,,
2026-03-20,11,2026-03-20T05:00:00Z,2026-03-20T05:48:41Z,138.879999999999995453,138.879999999999995453,False,N,0.000000000000000000,-200.460400277777779365,0.00,0.00,138.879999999999995453,0.000000000000000000,731.645027361111147002,-931.770021250000013424,0.000000000000000000,0.000000000000000000,731.645027361111147002,-930.770021250000013424,,
