SettlementDate,SettlementPeriod,StartTime,CreatedDateTime,SystemSellPrice,SystemBuyPrice,BsadDefaulted,PriceDerivationCode,ReserveScarcityPrice,NetImbalanceVolume,SellPriceAdjustment,BuyPriceAdjustment,ReplacementPrice,ReplacementPriceReferenceVolume,TotalAcceptedOfferVolume,TotalAcceptedBidVolume,TotalAdjustmentSellVolume,TotalAdjustmentBuyVolume,TotalSystemTaggedAcceptedOfferVolume,TotalSystemTaggedAcceptedBidVolume,TotalSystemTaggedAdjustmentSellVolume,TotalSystemTaggedAdjustmentBuyVolume
2025-12-23,1,2025-12-23T00:00:00Z,2025-12-24T00:44:36Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-392.470215339506182772,0.00,0.00,,,148.610176327160502296,-781.207222006172855799,0.000000000000000000,240.000000000000000000,148.610176327160502296,-780.207222006172855799,,240.000000000000000000
2025-12-23,2,2025-12-23T00:30:00Z,2025-12-24T01:14:26Z,64.840000000000003411,64.840000000000003411,False,N,0.000000000000000000,-64.141666666666665719,0.00,0.00,,,120.258333333333339965,-424.458333333333314386,0.000000000000000000,240.000000000000000000,120.258333333333339965,-423.458333333333314386,,240.000000000000000000
2025-12-23,3,2025-12-23T01:00:00Z,2025-12-24T01:44:30Z,93.000000000000000000,93.000000000000000000,False,P,0.000000000000000000,36.811111111111110006,0.00,0.00,93.000000000000000000,1.000000000000000000,125.895918888888886045,-329.134807777777780302,0.000000000000000000,240.000000000000000000,125.735752061240233957,-329.134807777777780302,,239.160166827648652088
2025-12-23,4,2025-12-23T01:30:00Z,2025-12-24T02:14:59Z,93.000000000000000000,93.000000000000000000,False,P,0.000000000000000000,198.993055555555542924,0.00,0.00,93.000000000000000000,1.000000000000000000,137.750000000000000000,-178.806944444444440023,0.000000000000000000,240.000000000000000000,137.660800907346015265,-178.806944444444440023,,239.089199092653984735
2025-12-23,5,2025-12-23T02:00:00Z,2025-12-24T02:44:32Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-187.787535488079186052,0.00,0.00,,,120.000739277777782377,-547.845868821412523175,0.000000000000000000,240.000000000000000000,120.000739277777782377,-546.845868821412523175,,240.000000000000000000
2025-12-23,6,2025-12-23T02:30:00Z,2025-12-24T03:14:34Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-130.545750551994302668,0.00,0.00,,,120.000000000000000000,-490.756167218660948492,0.000000000000000000,240.000000000000000000,120.000000000000000000,-489.756167218660948492,,240.000000000000000000
2025-12-23,7,2025-12-23T03:00:00Z,2025-12-24T03:44:34Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-79.675160657051279145,0.00,0.00,,,120.000161563746800653,-439.675160657051264934,0.000000000000000000,240.000000000000000000,120.000161563746800653,-438.675160657051264934,,240.000000000000000000
2025-12-23,8,2025-12-23T03:30:00Z,2025-12-24T04:14:32Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-30.020001388888889693,0.00,0.00,,,120.000000000000000000,-390.351668055555535375,0.000000000000000000,240.000000000000000000,120.000000000000000000,-389.351668055555535375,,240.000000000000000000
2025-12-23,9,2025-12-23T04:00:00Z,2025-12-24T04:44:32Z,64.560000000000002274,64.560000000000002274,False,P,0.000000000000000000,14.949165000000000703,0.00,0.00,64.560000000000002274,0.000000000000000000,120.000000000000000000,-345.689168333333327610,0.000000000000000000,240.000000000000000000,120.000000000000000000,-345.689168333333327610,,239.000000000000000000
2025-12-23,10,2025-12-23T04:30:00Z,2025-12-24T05:14:34Z,64.000000000000000000,64.000000000000000000,False,N,0.000000000000000000,-28.814281388888890234,0.00,0.00,,,120.000000277777772340,-389.391662499999995362,0.000000000000000000,240.000000000000000000,120.000000277777772340,-388.391662499999995362,,240.000000000000000000
