SettlementDate,SettlementPeriod,StartTime,CreatedDateTime,SystemSellPrice,SystemBuyPrice,BsadDefaulted,PriceDerivationCode,ReserveScarcityPrice,NetImbalanceVolume,SellPriceAdjustment,BuyPriceAdjustment,ReplacementPrice,ReplacementPriceReferenceVolume,TotalAcceptedOfferVolume,TotalAcceptedBidVolume,TotalAdjustmentSellVolume,TotalAdjustmentBuyVolume,TotalSystemTaggedAcceptedOfferVolume,TotalSystemTaggedAcceptedBidVolume,TotalSystemTaggedAdjustmentSellVolume,TotalSystemTaggedAdjustmentBuyVolume
2026-01-23,1,2026-01-23T00:00:00Z,2026-01-24T00:44:46Z,83.349999999999994316,83.349999999999994316,False,N,0.000000000000000000,-177.755983505112936882,0.00,0.00,83.349999999999994316,0.000000000000000000,1939.835683161553788523,-2117.587856359190936928,0.000000000000000000,0.000000000000000000,1939.835683161553788523,-2116.587856359190936928,,
2026-01-23,2,2026-01-23T00:30:00Z,2026-01-24T01:14:43Z,76.703550427408643486,76.703550427408643486,False,N,0.000000000000000000,-55.775487283653845338,0.00,0.00,78.576666666666667993,1.000000000000000000,2046.691179383012922699,-2102.394724657738152018,0.000000000000000000,0.000000000000000000,2046.691179383012922699,-2101.394724657738152018,,
2026-01-23,3,2026-01-23T01:00:00Z,2026-01-24T01:44:54Z,104.905096522199357878,104.905096522199357878,False,P,0.000000000000000000,98.025808212962957100,0.00,0.00,,,2013.306363768518622237,-1914.850109681216963509,0.000000000000000000,0.000000000000000000,2012.306363768518622237,-1914.850109681216963509,,
2026-01-23,4,2026-01-23T01:30:00Z,2026-01-24T02:15:00Z,100.000000000000000000,100.000000000000000000,False,P,0.000000000000000000,33.409105376984129521,0.00,0.00,,,1955.284700615079373165,-1921.803891210317488003,0.000000000000000000,0.000000000000000000,1954.284700615079373165,-1921.803891210317488003,,
2026-01-23,5,2026-01-23T02:00:00Z,2026-01-24T02:44:41Z,100.000000000000000000,100.000000000000000000,False,N,0.000000000000000000,-284.881135035842305570,0.00,0.00,100.000000000000000000,1.000000000000000000,1769.486466154633944825,-2054.192879365079534182,0.000000000000000000,0.000000000000000000,1769.486466154633944825,-2053.192879365079534182,,
2026-01-23,6,2026-01-23T02:30:00Z,2026-01-24T03:14:37Z,80.689999999999997726,80.689999999999997726,False,N,0.000000000000000000,-332.229460328142408798,0.00,0.00,80.689999999999997726,0.000000000000000000,1675.037206338524356397,-2007.300647371153218046,0.000000000000000000,0.000000000000000000,1675.037206338524356397,-2006.300647371153218046,,
2026-01-23,7,2026-01-23T03:00:00Z,2026-01-24T03:44:36Z,75.939999999999997726,75.939999999999997726,False,N,0.000000000000000000,-288.242542738095210098,0.00,0.00,75.939999999999997726,0.000000000000000000,1657.569123928571343640,-1945.583407142857140570,0.000000000000000000,0.000000000000000000,1657.569123928571343640,-1944.583407142857140570,,
2026-01-23,8,2026-01-23T03:30:00Z,2026-01-24T04:14:39Z,76.150000000000005684,76.150000000000005684,False,N,0.000000000000000000,-304.951060429894198478,0.00,0.00,76.150000000000005684,0.000000000000000000,1573.766670125661448765,-1878.916669527116482641,0.000000000000000000,0.000000000000000000,1573.766670125661448765,-1877.916669527116482641,,
2026-01-23,9,2026-01-23T04:00:00Z,2026-01-24T04:44:34Z,74.480000000000003979,74.480000000000003979,False,N,0.000000000000000000,-335.985395138888861766,0.00,0.00,74.480000000000003979,0.000000000000000000,1592.123495138888984002,-1928.373493055555627507,0.000000000000000000,0.000000000000000000,1592.123495138888984002,-1927.373493055555627507,,
2026-01-23,10,2026-01-23T04:30:00Z,2026-01-24T05:14:41Z,72.219999999999998863,72.219999999999998863,False,N,0.000000000000000000,-412.050793650793650613,0.00,0.00,72.219999999999998863,0.000000000000000000,1526.610873015873039549,-1938.772777777777719166,0.000000000000000000,0.000000000000000000,1526.610873015873039549,-1937.772777777777719166,,
2026-01-23,11,2026-01-23T05:00:00Z,2026-01-24T05:44:37Z,67.230000000000003979,67.230000000000003979,False,N,0.000000000000000000,-413.510618535586274902,0.00,0.00,67.230000000000003979,1.000000000000000000,1531.628270353302696094,-1945.513888888888914153,0.000000000000000000,0.000000000000000000,1531.628270353302696094,-1944.513888888888914153,,
2026-01-23,12,2026-01-23T05:30:00Z,2026-01-24T06:14:38Z,60.483921517428775871,60.483921517428775871,False,N,0.000000000000000000,-312.290244857481695817,0.00,0.00,61.835000000000000853,1.000000000000000000,1619.985427185529033522,-1932.570833333333439441,0.000000000000000000,0.000000000000000000,1619.985427185529033522,-1931.570833333333439441,,
2026-01-23,13,2026-01-23T06:00:00Z,2026-01-24T06:44:33Z,114.000000000000000000,114.000000000000000000,False,P,0.000000000000000000,108.576461038961042505,0.00,0.00,,,2024.372966415305199916,-1915.849999999999909051,0.000000000000000000,0.000000000000000000,2023.372966415305199916,-1915.849999999999909051,,
2026-01-23,14,2026-01-23T06:30:00Z,2026-01-24T07:14:42Z,118.900000000000005684,118.900000000000005684,False,P,0.000000000000000000,400.143667657115429392,0.00,0.00,,,2394.043523807908968593,-1993.742032312463152266,0.000000000000000000,0.000000000000000000,2393.043523807908968593,-1993.742032312463152266,,
